invoice_date,Product,shopping_mall,daily_demand
2023-01-25,Sterilized skimmed milk,Metrocity,0.0
2023-01-25,Sterilized skimmed milk,Metropol AVM,0.0
2023-01-25,Sterilized skimmed milk,Viaport Outlet,0.0
2023-01-25,Sterilized skimmed milk,Zorlu Center,2.0
2023-01-25,Sterilized whole milk,Cevahir AVM,0.0
2023-01-25,Sterilized whole milk,Emaar Square Mall,0.0
2023-01-25,Sterilized whole milk,Forum Istanbul,0.0
2023-01-25,Sterilized whole milk,Istinye Park,0.0
2023-01-25,Sterilized whole milk,Kanyon,0.0
2023-01-25,Sterilized whole milk,Mall of Istanbul,3.0
2023-01-25,Sterilized whole milk,Metrocity,7.0
2023-01-25,Sterilized whole milk,Metropol AVM,0.0
2023-01-25,Sterilized whole milk,Viaport Outlet,5.0
2023-01-25,Sterilized whole milk,Zorlu Center,0.0
2023-01-25,Sweetened condensed milk,Cevahir AVM,4.0
2023-01-25,Sweetened condensed milk,Emaar Square Mall,3.0
2023-01-25,Sweetened condensed milk,Forum Istanbul,2.0
2023-01-25,Sweetened condensed milk,Istinye Park,0.0
2023-01-25,Sweetened condensed milk,Kanyon,9.0
2023-01-25,Sweetened condensed milk,Mall of Istanbul,0.0
2023-01-25,Sweetened condensed milk,Metrocity,3.0
2023-01-25,Sweetened condensed milk,Metropol AVM,4.0
2023-01-25,Sweetened condensed milk,Viaport Outlet,0.0
2023-01-25,Sweetened condensed milk,Zorlu Center,0.0
2023-01-25,Total powdered milk,Cevahir AVM,0.0
2023-01-25,Total powdered milk,Emaar Square Mall,0.0
2023-01-25,Total powdered milk,Forum Istanbul,0.0
2023-01-25,Total powdered milk,Istinye Park,0.0
2023-01-25,Total powdered milk,Kanyon,1.0
2023-01-25,Total powdered milk,Mall of Istanbul,0.0
2023-01-25,Total powdered milk,Metrocity,0.0
2023-01-25,Total powdered milk,Metropol AVM,0.0
2023-01-25,Total powdered milk,Viaport Outlet,0.0
2023-01-25,Total powdered milk,Zorlu Center,0.0
2023-01-25,Yogurt,Cevahir AVM,2.0
2023-01-25,Yogurt,Emaar Square Mall,1.0
2023-01-25,Yogurt,Forum Istanbul,3.0
2023-01-25,Yogurt,Istinye Park,0.0
2023-01-25,Yogurt,Kanyon,0.0
2023-01-25,Yogurt,Mall of Istanbul,0.0
2023-01-25,Yogurt,Metrocity,5.0
2023-01-25,Yogurt,Metropol AVM,8.0
2023-01-25,Yogurt,Viaport Outlet,0.0
2023-01-25,Yogurt,Zorlu Center,0.0
2023-01-25,chocolate milk,Cevahir AVM,0.0
2023-01-25,chocolate milk,Emaar Square Mall,0.0
2023-01-25,chocolate milk,Forum Istanbul,0.0
2023-01-25,chocolate milk,Istinye Park,0.0
2023-01-25,chocolate milk,Kanyon,4.0
2023-01-25,chocolate milk,Mall of Istanbul,3.0
2023-01-25,chocolate milk,Metrocity,7.0
2023-01-25,chocolate milk,Metropol AVM,0.0
2023-01-25,chocolate milk,Viaport Outlet,0.0
2023-01-25,chocolate milk,Zorlu Center,0.0
2023-01-26,Butter,Cevahir AVM,0.0
2023-01-26,Butter,Emaar Square Mall,0.0
2023-01-26,Butter,Forum Istanbul,0.0
2023-01-26,Butter,Istinye Park,6.0
2023-01-26,Butter,Kanyon,10.0
2023-01-26,Butter,Mall of Istanbul,1.0
2023-01-26,Butter,Metrocity,0.0
2023-01-26,Butter,Metropol AVM,0.0
2023-01-26,Butter,Viaport Outlet,0.0
2023-01-26,Butter,Zorlu Center,0.0
2023-01-26,Cheese,Cevahir AVM,7.0
2023-01-26,Cheese,Emaar Square Mall,0.0
2023-01-26,Cheese,Forum Istanbul,0.0
2023-01-26,Cheese,Istinye Park,0.0
2023-01-26,Cheese,Kanyon,3.0
2023-01-26,Cheese,Mall of Istanbul,4.0
2023-01-26,Cheese,Metrocity,3.0
2023-01-26,Cheese,Metropol AVM,0.0
2023-01-26,Cheese,Viaport Outlet,0.0
2023-01-26,Cheese,Zorlu Center,0.0
2023-01-26,Condensed milk,Cevahir AVM,0.0
2023-01-26,Condensed milk,Emaar Square Mall,0.0
2023-01-26,Condensed milk,Forum Istanbul,5.0
2023-01-26,Condensed milk,Istinye Park,0.0
2023-01-26,Condensed milk,Kanyon,7.0
2023-01-26,Condensed milk,Mall of Istanbul,0.0
2023-01-26,Condensed milk,Metrocity,0.0
2023-01-26,Condensed milk,Metropol AVM,0.0
2023-01-26,Condensed milk,Viaport Outlet,0.0
2023-01-26,Condensed milk,Zorlu Center,0.0
2023-01-26,Cream,Cevahir AVM,0.0
2023-01-26,Cream,Emaar Square Mall,0.0
2023-01-26,Cream,Forum Istanbul,0.0
2023-01-26,Cream,Istinye Park,1.0
2023-01-26,Cream,Kanyon,9.0
2023-01-26,Cream,Mall of Istanbul,3.0
2023-01-26,Cream,Metrocity,0.0
2023-01-26,Cream,Metropol AVM,0.0
2023-01-26,Cream,Viaport Outlet,0.0
2023-01-26,Cream,Zorlu Center,0.0
2023-01-26,Cultured milk,Cevahir AVM,0.0
2023-01-26,Cultured milk,Emaar Square Mall,0.0
2023-01-26,Cultured milk,Forum Istanbul,3.0
2023-01-26,Cultured milk,Istinye Park,5.0
2023-01-26,Cultured milk,Kanyon,3.0
2023-01-26,Cultured milk,Mall of Istanbul,0.0
2023-01-26,Cultured milk,Metrocity,8.0
2023-01-26,Cultured milk,Metropol AVM,0.0
2023-01-26,Cultured milk,Viaport Outlet,0.0
2023-01-26,Cultured milk,Zorlu Center,0.0
2023-01-26,Evaporated milk,Cevahir AVM,4.0
2023-01-26,Evaporated milk,Emaar Square Mall,0.0
2023-01-26,Evaporated milk,Forum Istanbul,0.0
2023-01-26,Evaporated milk,Istinye Park,0.0
2023-01-26,Evaporated milk,Kanyon,3.0
2023-01-26,Evaporated milk,Mall of Istanbul,4.0
2023-01-26,Evaporated milk,Metrocity,5.0
2023-01-26,Evaporated milk,Metropol AVM,1.0
2023-01-26,Evaporated milk,Viaport Outlet,2.0
2023-01-26,Evaporated milk,Zorlu Center,0.0
2023-01-26,Flavored sterilized milk,Cevahir AVM,0.0
2023-01-26,Flavored sterilized milk,Emaar Square Mall,5.0
2023-01-26,Flavored sterilized milk,Forum Istanbul,0.0
2023-01-26,Flavored sterilized milk,Istinye Park,1.0
2023-01-26,Flavored sterilized milk,Kanyon,4.0
2023-01-26,Flavored sterilized milk,Mall of Istanbul,0.0
2023-01-26,Flavored sterilized milk,Metrocity,2.0
2023-01-26,Flavored sterilized milk,Metropol AVM,0.0
2023-01-26,Flavored sterilized milk,Viaport Outlet,0.0
2023-01-26,Flavored sterilized milk,Zorlu Center,1.0
2023-01-26,Modified milk,Cevahir AVM,0.0
2023-01-26,Modified milk,Emaar Square Mall,0.0
2023-01-26,Modified milk,Forum Istanbul,0.0
2023-01-26,Modified milk,Istinye Park,0.0
2023-01-26,Modified milk,Kanyon,0.0
2023-01-26,Modified milk,Mall of Istanbul,3.0
2023-01-26,Modified milk,Metrocity,4.0
2023-01-26,Modified milk,Metropol AVM,7.0
2023-01-26,Modified milk,Viaport Outlet,2.0
2023-01-26,Modified milk,Zorlu Center,0.0
2023-01-26,Pasteurized milk 2.5% mg,Cevahir AVM,0.0
2023-01-26,Pasteurized milk 2.5% mg,Emaar Square Mall,0.0
2023-01-26,Pasteurized milk 2.5% mg,Forum Istanbul,0.0
2023-01-26,Pasteurized milk 2.5% mg,Istinye Park,0.0
2023-01-26,Pasteurized milk 2.5% mg,Kanyon,5.0
2023-01-26,Pasteurized milk 2.5% mg,Mall of Istanbul,6.0
2023-01-26,Pasteurized milk 2.5% mg,Metrocity,0.0
2023-01-26,Pasteurized milk 2.5% mg,Metropol AVM,0.0
2023-01-26,Pasteurized milk 2.5% mg,Viaport Outlet,0.0
2023-01-26,Pasteurized milk 2.5% mg,Zorlu Center,1.0
2023-01-26,Pasteurized milk 3.0% mg,Cevahir AVM,4.0
2023-01-26,Pasteurized milk 3.0% mg,Emaar Square Mall,0.0
2023-01-26,Pasteurized milk 3.0% mg,Forum Istanbul,0.0
2023-01-26,Pasteurized milk 3.0% mg,Istinye Park,4.0
2023-01-26,Pasteurized milk 3.0% mg,Kanyon,1.0
2023-01-26,Pasteurized milk 3.0% mg,Mall of Istanbul,1.0
2023-01-26,Pasteurized milk 3.0% mg,Metrocity,0.0
2023-01-26,Pasteurized milk 3.0% mg,Metropol AVM,0.0
2023-01-26,Pasteurized milk 3.0% mg,Viaport Outlet,0.0
2023-01-26,Pasteurized milk 3.0% mg,Zorlu Center,4.0
2023-01-26,Powdered milk 12% mg,Cevahir AVM,0.0
2023-01-26,Powdered milk 12% mg,Emaar Square Mall,3.0
2023-01-26,Powdered milk 12% mg,Forum Istanbul,1.0
2023-01-26,Powdered milk 12% mg,Istinye Park,5.0
2023-01-26,Powdered milk 12% mg,Kanyon,0.0
2023-01-26,Powdered milk 12% mg,Mall of Istanbul,0.0
2023-01-26,Powdered milk 12% mg,Metrocity,1.0
2023-01-26,Powdered milk 12% mg,Metropol AVM,0.0
2023-01-26,Powdered milk 12% mg,Viaport Outlet,0.0
2023-01-26,Powdered milk 12% mg,Zorlu Center,0.0
2023-01-26,Powdered milk 18% mg,Cevahir AVM,0.0
2023-01-26,Powdered milk 18% mg,Emaar Square Mall,0.0
2023-01-26,Powdered milk 18% mg,Forum Istanbul,0.0
2023-01-26,Powdered milk 18% mg,Istinye Park,0.0
2023-01-26,Powdered milk 18% mg,Kanyon,2.0
2023-01-26,Powdered milk 18% mg,Mall of Istanbul,5.0
2023-01-26,Powdered milk 18% mg,Metrocity,0.0
2023-01-26,Powdered milk 18% mg,Metropol AVM,1.0
2023-01-26,Powdered milk 18% mg,Viaport Outlet,0.0
2023-01-26,Powdered milk 18% mg,Zorlu Center,0.0
2023-01-26,Powdered milk 20% mg,Cevahir AVM,0.0
2023-01-26,Powdered milk 20% mg,Emaar Square Mall,0.0
2023-01-26,Powdered milk 20% mg,Forum Istanbul,0.0
2023-01-26,Powdered milk 20% mg,Istinye Park,0.0
2023-01-26,Powdered milk 20% mg,Kanyon,2.0
2023-01-26,Powdered milk 20% mg,Mall of Istanbul,3.0
2023-01-26,Powdered milk 20% mg,Metrocity,4.0
2023-01-26,Powdered milk 20% mg,Metropol AVM,0.0
2023-01-26,Powdered milk 20% mg,Viaport Outlet,5.0
2023-01-26,Powdered milk 20% mg,Zorlu Center,0.0
2023-01-26,Powdered milk 26% mg,Cevahir AVM,0.0
2023-01-26,Powdered milk 26% mg,Emaar Square Mall,0.0
2023-01-26,Powdered milk 26% mg,Forum Istanbul,0.0
2023-01-26,Powdered milk 26% mg,Istinye Park,3.0
2023-01-26,Powdered milk 26% mg,Kanyon,8.0
2023-01-26,Powdered milk 26% mg,Mall of Istanbul,2.0
2023-01-26,Powdered milk 26% mg,Metrocity,0.0
2023-01-26,Powdered milk 26% mg,Metropol AVM,0.0
2023-01-26,Powdered milk 26% mg,Viaport Outlet,0.0
2023-01-26,Powdered milk 26% mg,Zorlu Center,3.0
2023-01-26,Powdered milk 28% mg,Cevahir AVM,1.0
2023-01-26,Powdered milk 28% mg,Emaar Square Mall,0.0
2023-01-26,Powdered milk 28% mg,Forum Istanbul,0.0
2023-01-26,Powdered milk 28% mg,Istinye Park,2.0
2023-01-26,Powdered milk 28% mg,Kanyon,5.0
2023-01-26,Powdered milk 28% mg,Mall of Istanbul,5.0
2023-01-26,Powdered milk 28% mg,Metrocity,5.0
2023-01-26,Powdered milk 28% mg,Metropol AVM,0.0
2023-01-26,Powdered milk 28% mg,Viaport Outlet,0.0
2023-01-26,Powdered milk 28% mg,Zorlu Center,0.0
2023-01-26,Powdered whey,Cevahir AVM,0.0
2023-01-26,Powdered whey,Emaar Square Mall,0.0
2023-01-26,Powdered whey,Forum Istanbul,0.0
2023-01-26,Powdered whey,Istinye Park,0.0
2023-01-26,Powdered whey,Kanyon,1.0
2023-01-26,Powdered whey,Mall of Istanbul,4.0
2023-01-26,Powdered whey,Metrocity,0.0
2023-01-26,Powdered whey,Metropol AVM,1.0
2023-01-26,Powdered whey,Viaport Outlet,6.0
2023-01-26,Powdered whey,Zorlu Center,4.0
2023-01-26,Skimmed pasteurized milk,Cevahir AVM,0.0
2023-01-26,Skimmed pasteurized milk,Emaar Square Mall,2.0
2023-01-26,Skimmed pasteurized milk,Forum Istanbul,0.0
2023-01-26,Skimmed pasteurized milk,Istinye Park,0.0
2023-01-26,Skimmed pasteurized milk,Kanyon,3.0
2023-01-26,Skimmed pasteurized milk,Mall of Istanbul,3.0
2023-01-26,Skimmed pasteurized milk,Metrocity,3.0
2023-01-26,Skimmed pasteurized milk,Metropol AVM,0.0
2023-01-26,Skimmed pasteurized milk,Viaport Outlet,0.0
2023-01-26,Skimmed pasteurized milk,Zorlu Center,0.0
2023-01-26,Skimmed powdered milk,Cevahir AVM,1.0
2023-01-26,Skimmed powdered milk,Emaar Square Mall,1.0
2023-01-26,Skimmed powdered milk,Forum Istanbul,0.0
2023-01-26,Skimmed powdered milk,Istinye Park,0.0
2023-01-26,Skimmed powdered milk,Kanyon,15.0
2023-01-26,Skimmed powdered milk,Mall of Istanbul,9.0
2023-01-26,Skimmed powdered milk,Metrocity,0.0
2023-01-26,Skimmed powdered milk,Metropol AVM,3.0
2023-01-26,Skimmed powdered milk,Viaport Outlet,0.0
2023-01-26,Skimmed powdered milk,Zorlu Center,5.0
2023-01-26,Small cheese,Cevahir AVM,0.0
2023-01-26,Small cheese,Emaar Square Mall,0.0
2023-01-26,Small cheese,Forum Istanbul,0.0
2023-01-26,Small cheese,Istinye Park,0.0
2023-01-26,Small cheese,Kanyon,1.0
2023-01-26,Small cheese,Mall of Istanbul,0.0
2023-01-26,Small cheese,Metrocity,2.0
2023-01-26,Small cheese,Metropol AVM,0.0
2023-01-26,Small cheese,Viaport Outlet,0.0
2023-01-26,Small cheese,Zorlu Center,0.0
2023-01-26,Sterilized semi-skimmed milk,Cevahir AVM,0.0
2023-01-26,Sterilized semi-skimmed milk,Emaar Square Mall,0.0
2023-01-26,Sterilized semi-skimmed milk,Forum Istanbul,5.0
2023-01-26,Sterilized semi-skimmed milk,Istinye Park,3.0
2023-01-26,Sterilized semi-skimmed milk,Kanyon,5.0
2023-01-26,Sterilized semi-skimmed milk,Mall of Istanbul,8.0
2023-01-26,Sterilized semi-skimmed milk,Metrocity,0.0
2023-01-26,Sterilized semi-skimmed milk,Metropol AVM,0.0
2023-01-26,Sterilized semi-skimmed milk,Viaport Outlet,0.0
2023-01-26,Sterilized semi-skimmed milk,Zorlu Center,0.0
2023-01-26,Sterilized skimmed milk,Cevahir AVM,0.0
2023-01-26,Sterilized skimmed milk,Emaar Square Mall,0.0
2023-01-26,Sterilized skimmed milk,Forum Istanbul,0.0
2023-01-26,Sterilized skimmed milk,Istinye Park,1.0
2023-01-26,Sterilized skimmed milk,Kanyon,2.0
2023-01-26,Sterilized skimmed milk,Mall of Istanbul,0.0
2023-01-26,Sterilized skimmed milk,Metrocity,0.0
2023-01-26,Sterilized skimmed milk,Metropol AVM,0.0
2023-01-26,Sterilized skimmed milk,Viaport Outlet,0.0
2023-01-26,Sterilized skimmed milk,Zorlu Center,0.0
2023-01-26,Sterilized whole milk,Cevahir AVM,4.0
2023-01-26,Sterilized whole milk,Emaar Square Mall,3.0
2023-01-26,Sterilized whole milk,Forum Istanbul,0.0
2023-01-26,Sterilized whole milk,Istinye Park,0.0
2023-01-26,Sterilized whole milk,Kanyon,3.0
2023-01-26,Sterilized whole milk,Mall of Istanbul,4.0
2023-01-26,Sterilized whole milk,Metrocity,0.0
2023-01-26,Sterilized whole milk,Metropol AVM,0.0
2023-01-26,Sterilized whole milk,Viaport Outlet,0.0
2023-01-26,Sterilized whole milk,Zorlu Center,0.0
2023-01-26,Sweetened condensed milk,Cevahir AVM,0.0
2023-01-26,Sweetened condensed milk,Emaar Square Mall,0.0
2023-01-26,Sweetened condensed milk,Forum Istanbul,0.0
2023-01-26,Sweetened condensed milk,Istinye Park,10.0
2023-01-26,Sweetened condensed milk,Kanyon,0.0
2023-01-26,Sweetened condensed milk,Mall of Istanbul,0.0
2023-01-26,Sweetened condensed milk,Metrocity,4.0
2023-01-26,Sweetened condensed milk,Metropol AVM,5.0
2023-01-26,Sweetened condensed milk,Viaport Outlet,0.0
2023-01-26,Sweetened condensed milk,Zorlu Center,0.0
2023-01-26,Total powdered milk,Cevahir AVM,0.0
2023-01-26,Total powdered milk,Emaar Square Mall,0.0
2023-01-26,Total powdered milk,Forum Istanbul,0.0
2023-01-26,Total powdered milk,Istinye Park,0.0
2023-01-26,Total powdered milk,Kanyon,2.0
2023-01-26,Total powdered milk,Mall of Istanbul,1.0
2023-01-26,Total powdered milk,Metrocity,0.0
2023-01-26,Total powdered milk,Metropol AVM,5.0
2023-01-26,Total powdered milk,Viaport Outlet,0.0
2023-01-26,Total powdered milk,Zorlu Center,2.0
2023-01-26,Yogurt,Cevahir AVM,0.0
2023-01-26,Yogurt,Emaar Square Mall,0.0
2023-01-26,Yogurt,Forum Istanbul,0.0
2023-01-26,Yogurt,Istinye Park,0.0
2023-01-26,Yogurt,Kanyon,7.0
2023-01-26,Yogurt,Mall of Istanbul,4.0
2023-01-26,Yogurt,Metrocity,0.0
2023-01-26,Yogurt,Metropol AVM,3.0
2023-01-26,Yogurt,Viaport Outlet,0.0
2023-01-26,Yogurt,Zorlu Center,0.0
2023-01-26,chocolate milk,Cevahir AVM,0.0
2023-01-26,chocolate milk,Emaar Square Mall,0.0
2023-01-26,chocolate milk,Forum Istanbul,0.0
2023-01-26,chocolate milk,Istinye Park,1.0
2023-01-26,chocolate milk,Kanyon,5.0
2023-01-26,chocolate milk,Mall of Istanbul,0.0
2023-01-26,chocolate milk,Metrocity,4.0
2023-01-26,chocolate milk,Metropol AVM,0.0
2023-01-26,chocolate milk,Viaport Outlet,0.0
2023-01-26,chocolate milk,Zorlu Center,0.0
2023-01-27,Butter,Cevahir AVM,0.0
2023-01-27,Butter,Emaar Square Mall,0.0
2023-01-27,Butter,Forum Istanbul,0.0
2023-01-27,Butter,Istinye Park,4.0
2023-01-27,Butter,Kanyon,3.0
2023-01-27,Butter,Mall of Istanbul,4.0
2023-01-27,Butter,Metrocity,0.0
2023-01-27,Butter,Metropol AVM,3.0
2023-01-27,Butter,Viaport Outlet,0.0
2023-01-27,Butter,Zorlu Center,0.0
2023-01-27,Cheese,Cevahir AVM,0.0
2023-01-27,Cheese,Emaar Square Mall,0.0
2023-01-27,Cheese,Forum Istanbul,2.0
2023-01-27,Cheese,Istinye Park,5.0
2023-01-27,Cheese,Kanyon,7.0
2023-01-27,Cheese,Mall of Istanbul,3.0
2023-01-27,Cheese,Metrocity,0.0
2023-01-27,Cheese,Metropol AVM,0.0
2023-01-27,Cheese,Viaport Outlet,2.0
2023-01-27,Cheese,Zorlu Center,0.0
2023-01-27,Condensed milk,Cevahir AVM,0.0
2023-01-27,Condensed milk,Emaar Square Mall,0.0
2023-01-27,Condensed milk,Forum Istanbul,0.0
2023-01-27,Condensed milk,Istinye Park,0.0
2023-01-27,Condensed milk,Kanyon,1.0
2023-01-27,Condensed milk,Mall of Istanbul,1.0
2023-01-27,Condensed milk,Metrocity,0.0
2023-01-27,Condensed milk,Metropol AVM,0.0
2023-01-27,Condensed milk,Viaport Outlet,0.0
2023-01-27,Condensed milk,Zorlu Center,0.0
2023-01-27,Cream,Cevahir AVM,0.0
2023-01-27,Cream,Emaar Square Mall,0.0
2023-01-27,Cream,Forum Istanbul,0.0
2023-01-27,Cream,Istinye Park,7.0
2023-01-27,Cream,Kanyon,0.0
2023-01-27,Cream,Mall of Istanbul,8.0
2023-01-27,Cream,Metrocity,5.0
2023-01-27,Cream,Metropol AVM,5.0
2023-01-27,Cream,Viaport Outlet,0.0
2023-01-27,Cream,Zorlu Center,0.0
2023-01-27,Cultured milk,Cevahir AVM,0.0
2023-01-27,Cultured milk,Emaar Square Mall,0.0
2023-01-27,Cultured milk,Forum Istanbul,0.0
2023-01-27,Cultured milk,Istinye Park,0.0
2023-01-27,Cultured milk,Kanyon,0.0
2023-01-27,Cultured milk,Mall of Istanbul,1.0
2023-01-27,Cultured milk,Metrocity,3.0
2023-01-27,Cultured milk,Metropol AVM,2.0
2023-01-27,Cultured milk,Viaport Outlet,0.0
2023-01-27,Cultured milk,Zorlu Center,0.0
2023-01-27,Evaporated milk,Cevahir AVM,0.0
2023-01-27,Evaporated milk,Emaar Square Mall,0.0
2023-01-27,Evaporated milk,Forum Istanbul,3.0
2023-01-27,Evaporated milk,Istinye Park,8.0
2023-01-27,Evaporated milk,Kanyon,4.0
2023-01-27,Evaporated milk,Mall of Istanbul,12.0
2023-01-27,Evaporated milk,Metrocity,4.0
2023-01-27,Evaporated milk,Metropol AVM,2.0
2023-01-27,Evaporated milk,Viaport Outlet,0.0
2023-01-27,Evaporated milk,Zorlu Center,5.0
2023-01-27,Flavored sterilized milk,Cevahir AVM,0.0
2023-01-27,Flavored sterilized milk,Emaar Square Mall,1.0
2023-01-27,Flavored sterilized milk,Forum Istanbul,0.0
2023-01-27,Flavored sterilized milk,Istinye Park,5.0
2023-01-27,Flavored sterilized milk,Kanyon,2.0
2023-01-27,Flavored sterilized milk,Mall of Istanbul,0.0
2023-01-27,Flavored sterilized milk,Metrocity,0.0
2023-01-27,Flavored sterilized milk,Metropol AVM,0.0
2023-01-27,Flavored sterilized milk,Viaport Outlet,2.0
2023-01-27,Flavored sterilized milk,Zorlu Center,0.0
2023-01-27,Modified milk,Cevahir AVM,0.0
2023-01-27,Modified milk,Emaar Square Mall,2.0
2023-01-27,Modified milk,Forum Istanbul,5.0
2023-01-27,Modified milk,Istinye Park,0.0
2023-01-27,Modified milk,Kanyon,1.0
2023-01-27,Modified milk,Mall of Istanbul,3.0
2023-01-27,Modified milk,Metrocity,5.0
2023-01-27,Modified milk,Metropol AVM,0.0
2023-01-27,Modified milk,Viaport Outlet,0.0
2023-01-27,Modified milk,Zorlu Center,0.0
2023-01-27,Pasteurized milk 2.5% mg,Cevahir AVM,0.0
2023-01-27,Pasteurized milk 2.5% mg,Emaar Square Mall,0.0
2023-01-27,Pasteurized milk 2.5% mg,Forum Istanbul,0.0
2023-01-27,Pasteurized milk 2.5% mg,Istinye Park,3.0
2023-01-27,Pasteurized milk 2.5% mg,Kanyon,0.0
2023-01-27,Pasteurized milk 2.5% mg,Mall of Istanbul,5.0
2023-01-27,Pasteurized milk 2.5% mg,Metrocity,1.0
2023-01-27,Pasteurized milk 2.5% mg,Metropol AVM,5.0
2023-01-27,Pasteurized milk 2.5% mg,Viaport Outlet,5.0
2023-01-27,Pasteurized milk 2.5% mg,Zorlu Center,0.0
2023-01-27,Pasteurized milk 3.0% mg,Cevahir AVM,0.0
2023-01-27,Pasteurized milk 3.0% mg,Emaar Square Mall,0.0
2023-01-27,Pasteurized milk 3.0% mg,Forum Istanbul,0.0
2023-01-27,Pasteurized milk 3.0% mg,Istinye Park,0.0
2023-01-27,Pasteurized milk 3.0% mg,Kanyon,4.0
2023-01-27,Pasteurized milk 3.0% mg,Mall of Istanbul,14.0
2023-01-27,Pasteurized milk 3.0% mg,Metrocity,3.0
2023-01-27,Pasteurized milk 3.0% mg,Metropol AVM,0.0
2023-01-27,Pasteurized milk 3.0% mg,Viaport Outlet,0.0
2023-01-27,Pasteurized milk 3.0% mg,Zorlu Center,3.0
2023-01-27,Powdered milk 12% mg,Cevahir AVM,3.0
2023-01-27,Powdered milk 12% mg,Emaar Square Mall,0.0
2023-01-27,Powdered milk 12% mg,Forum Istanbul,0.0
2023-01-27,Powdered milk 12% mg,Istinye Park,0.0
2023-01-27,Powdered milk 12% mg,Kanyon,1.0
2023-01-27,Powdered milk 12% mg,Mall of Istanbul,0.0
2023-01-27,Powdered milk 12% mg,Metrocity,0.0
2023-01-27,Powdered milk 12% mg,Metropol AVM,0.0
2023-01-27,Powdered milk 12% mg,Viaport Outlet,0.0
2023-01-27,Powdered milk 12% mg,Zorlu Center,0.0
2023-01-27,Powdered milk 18% mg,Cevahir AVM,0.0
2023-01-27,Powdered milk 18% mg,Emaar Square Mall,0.0
2023-01-27,Powdered milk 18% mg,Forum Istanbul,0.0
2023-01-27,Powdered milk 18% mg,Istinye Park,0.0
2023-01-27,Powdered milk 18% mg,Kanyon,0.0
2023-01-27,Powdered milk 18% mg,Mall of Istanbul,1.0
2023-01-27,Powdered milk 18% mg,Metrocity,0.0
2023-01-27,Powdered milk 18% mg,Metropol AVM,6.0
2023-01-27,Powdered milk 18% mg,Viaport Outlet,5.0
2023-01-27,Powdered milk 18% mg,Zorlu Center,3.0
2023-01-27,Powdered milk 20% mg,Cevahir AVM,0.0
2023-01-27,Powdered milk 20% mg,Emaar Square Mall,2.0
2023-01-27,Powdered milk 20% mg,Forum Istanbul,0.0
2023-01-27,Powdered milk 20% mg,Istinye Park,0.0
2023-01-27,Powdered milk 20% mg,Kanyon,8.0
2023-01-27,Powdered milk 20% mg,Mall of Istanbul,5.0
2023-01-27,Powdered milk 20% mg,Metrocity,6.0
2023-01-27,Powdered milk 20% mg,Metropol AVM,4.0
2023-01-27,Powdered milk 20% mg,Viaport Outlet,0.0
2023-01-27,Powdered milk 20% mg,Zorlu Center,0.0
2023-01-27,Powdered milk 26% mg,Cevahir AVM,0.0
2023-01-27,Powdered milk 26% mg,Emaar Square Mall,2.0
2023-01-27,Powdered milk 26% mg,Forum Istanbul,0.0
2023-01-27,Powdered milk 26% mg,Istinye Park,0.0
2023-01-27,Powdered milk 26% mg,Kanyon,0.0
2023-01-27,Powdered milk 26% mg,Mall of Istanbul,2.0
2023-01-27,Powdered milk 26% mg,Metrocity,0.0
2023-01-27,Powdered milk 26% mg,Metropol AVM,0.0
2023-01-27,Powdered milk 26% mg,Viaport Outlet,0.0
2023-01-27,Powdered milk 26% mg,Zorlu Center,0.0
2023-01-27,Powdered milk 28% mg,Cevahir AVM,0.0
2023-01-27,Powdered milk 28% mg,Emaar Square Mall,0.0
2023-01-27,Powdered milk 28% mg,Forum Istanbul,0.0
2023-01-27,Powdered milk 28% mg,Istinye Park,0.0
2023-01-27,Powdered milk 28% mg,Kanyon,1.0
2023-01-27,Powdered milk 28% mg,Mall of Istanbul,0.0
2023-01-27,Powdered milk 28% mg,Metrocity,5.0
2023-01-27,Powdered milk 28% mg,Metropol AVM,0.0
2023-01-27,Powdered milk 28% mg,Viaport Outlet,0.0
2023-01-27,Powdered milk 28% mg,Zorlu Center,0.0
2023-01-27,Powdered whey,Cevahir AVM,0.0
2023-01-27,Powdered whey,Emaar Square Mall,0.0
2023-01-27,Powdered whey,Forum Istanbul,0.0
2023-01-27,Powdered whey,Istinye Park,0.0
2023-01-27,Powdered whey,Kanyon,0.0
2023-01-27,Powdered whey,Mall of Istanbul,3.0
2023-01-27,Powdered whey,Metrocity,0.0
2023-01-27,Powdered whey,Metropol AVM,0.0
2023-01-27,Powdered whey,Viaport Outlet,0.0
2023-01-27,Powdered whey,Zorlu Center,0.0
2023-01-27,Skimmed pasteurized milk,Cevahir AVM,3.0
2023-01-27,Skimmed pasteurized milk,Emaar Square Mall,0.0
2023-01-27,Skimmed pasteurized milk,Forum Istanbul,0.0
2023-01-27,Skimmed pasteurized milk,Istinye Park,0.0
2023-01-27,Skimmed pasteurized milk,Kanyon,2.0
2023-01-27,Skimmed pasteurized milk,Mall of Istanbul,0.0
2023-01-27,Skimmed pasteurized milk,Metrocity,4.0
2023-01-27,Skimmed pasteurized milk,Metropol AVM,0.0
2023-01-27,Skimmed pasteurized milk,Viaport Outlet,0.0
2023-01-27,Skimmed pasteurized milk,Zorlu Center,2.0
2023-01-27,Skimmed powdered milk,Cevahir AVM,0.0
2023-01-27,Skimmed powdered milk,Emaar Square Mall,0.0
