Customer ID,Age,Gender,Annual Income,Spending Score,cluster,segment
d5b1cb9b-1c29-4f6f-8a02-50357609db3e,87,0,48210,46,4,Average Customers
a6f70fd6-c62c-451b-99eb-e0b220f6676b,75,0,31056,95,3,Savers
92e50a54-47e4-4b4a-8be7-7fc48d84e498,46,1,98252,84,1,Budget Shoppers
70296d7c-1003-45f5-963e-a41cd483ebfe,22,0,81428,81,3,Savers
9fd81de7-cb34-40a0-8ced-e074f2333b0f,24,1,154669,64,1,Budget Shoppers
2e335dde-8a2c-463c-b6a0-df9d5b3998c7,47,1,87630,17,2,Young Spenders
f5a4e437-c837-4a46-afae-1e6f202cd843,59,1,71744,51,2,Young Spenders
6b96d5f6-423b-422c-abfe-f1a867bb1377,46,1,84357,64,1,Budget Shoppers
be049248-72d8-4863-8aa4-9e4267a235e7,44,0,27595,95,3,Savers
d9c24d2f-130e-4887-81a4-7d6a3b514b4a,81,0,118427,39,4,Average Customers
92e20d6b-3b95-4585-94a6-594e84a4aad2,58,1,57070,13,2,Young Spenders
eb904ccc-e076-4f0a-8dee-a1326533faee,66,0,25968,74,3,Savers
bade0b63-1dd3-48d3-ab48-e535bd08b015,66,1,37225,59,1,Budget Shoppers
74ce84b4-7e12-4d42-b98c-d182a88e9772,59,0,72876,59,3,Savers
e163f18a-f1d2-4f24-b6c4-a7d7c4d9a78d,28,0,88657,64,0,High Value
3814ef4c-a481-4284-bf85-bfd88b165861,50,1,48916,28,2,Young Spenders
2aa246b4-5378-45c1-93a0-6dfecfdc6c85,81,1,95441,41,2,Young Spenders
964ae54b-3fbe-45a1-8250-cbe06ae14a9b,27,0,177593,46,0,High Value
ad71283b-6156-4668-9679-1f9c6c5e714a,63,1,79629,97,1,Budget Shoppers
1b837bf4-eadc-4446-bca2-bb2d2b16ba62,56,0,172023,59,3,Savers
a4cfa150-f8c1-4e80-8f52-ef01a3783dfc,30,0,187248,23,0,High Value
a2cece43-e14c-4731-b863-6ef0ef6bcc88,38,1,149779,77,1,Budget Shoppers
a88a4cfe-e751-45b7-9d70-a22bb0555ad3,61,0,61869,90,3,Savers
bc36dd93-33c5-4ca6-9446-b307f2d77e50,42,1,51495,76,1,Budget Shoppers
4acb9ac6-2d12-49eb-b188-b186cd8e9a15,23,0,191209,89,3,Savers
5f688778-fc25-4bb9-bc5f-d4ca3e7e94fd,18,0,170359,50,0,High Value
4d3db59a-c66f-44cb-bb20-27480f774597,23,1,42140,56,1,Budget Shoppers
6445069d-eced-41f2-b56c-e51735833ef3,90,0,154016,94,3,Savers
c006c0f9-a5d5-4d74-8b40-dece2851174b,41,0,161143,23,0,High Value
33579f99-a0ca-41de-8a2d-4840e02241a0,64,1,181359,82,1,Budget Shoppers
0f8b9553-3367-4ef4-8a9d-b7183ed12fd3,46,0,31179,97,3,Savers
3cee26c8-e2a8-4998-8392-98f3b3eb682c,60,0,101192,54,3,Savers
486e4d5f-549c-4cc9-86c6-d74224ad8cc4,74,1,198753,31,2,Young Spenders
1d138158-365b-4631-a806-8e0272793cd7,35,1,112265,99,1,Budget Shoppers
1b37aa6d-326b-4b90-bb47-0daddb278c2f,79,1,167629,52,1,Budget Shoppers
0729321a-3947-466f-8afe-e288543aacbd,84,0,142021,10,4,Average Customers
f05d9955-cdc0-472b-92c8-256c7c3d1d58,89,0,140505,12,4,Average Customers
f943d69d-e9e6-47a6-b3c5-60bd1c22f0d7,86,1,119131,28,2,Young Spenders
9824bdc6-1316-4ee5-b21f-035f71e584fc,72,0,47200,56,4,Average Customers
ba7f0539-8d6b-4e44-8ded-b45960933fde,85,0,109068,2,4,Average Customers
2258a820-c6d2-47be-adcb-ccdbf632566b,81,0,121655,56,4,Average Customers
06bda0f6-0b15-48f2-85e0-ca21d46254e0,38,0,193906,66,3,Savers
6879035a-abf9-4323-bd5e-22524eb5a434,33,0,167291,88,3,Savers
f8a91903-05a8-49fa-820f-d04aadfbd09d,73,0,54654,27,4,Average Customers
e5794b2a-2167-4d0e-abbd-b69ecf78a952,37,1,186282,5,2,Young Spenders
b9806ee3-81bc-4a2c-90f3-ad7c957f53a3,18,0,97203,48,0,High Value
7b128ae0-008f-4373-b2fd-44ca65f10527,48,0,98016,35,0,High Value
fb7f7e1c-b8dd-4bac-94f7-6a286e3e0981,58,1,154233,32,2,Young Spenders
cbd3ef65-4242-4de4-a5b0-321303d796a5,32,0,110999,32,0,High Value
c1241915-cacf-4d62-839e-5bf37754c281,51,0,34274,3,0,High Value
97ece0da-e15f-4710-8e71-b1275f6088be,86,1,115225,51,2,Young Spenders
592b97a1-46aa-42f7-acb7-0bb15591d4de,60,0,183866,34,4,Average Customers
026bcd27-d56c-43de-a91d-6e3dc80a176b,62,0,24007,7,4,Average Customers
874f9ee4-8cc8-4b4c-9f28-7e1d9b1d57f8,90,0,153258,81,3,Savers
7f064faf-22cd-4f42-a444-e6329e828f3a,45,0,48151,54,0,High Value
417f1400-72c8-4883-a04d-5f0b45bb14b4,29,0,186921,16,0,High Value
386f5901-66db-4457-8cff-f448dfa59bed,51,1,188471,4,2,Young Spenders
b956781f-db25-4217-8d35-6d0e52d18300,71,1,144391,38,2,Young Spenders
cd9c0f34-3415-4d71-876f-ffa6cc12afa5,70,0,125291,46,4,Average Customers
1222857d-4f58-46e7-bb0f-593d0c5ff88e,89,1,59951,13,2,Young Spenders
ee1f3a34-30d6-49c2-87c8-ca13ba725381,77,1,197572,6,2,Young Spenders
cd74551b-fa48-411b-8f09-862bd2be7668,56,0,158605,6,4,Average Customers
c52d0fde-76bf-4ee7-8bbd-d883c304f339,78,1,82824,22,2,Young Spenders
9ed5962f-270a-4880-bff2-57699d8768d0,88,0,78240,18,4,Average Customers
f8cb7e0b-511c-4262-90ae-95a17e7394f6,64,1,49367,56,1,Budget Shoppers
573befca-69b9-4339-896e-4c4ab77870f8,41,0,86738,71,3,Savers
a9b17e09-c450-4e4c-b4bd-c18d74c41ba0,28,0,20532,20,0,High Value
510189cd-7b01-4809-b4af-3a2f57ef0015,19,1,113294,97,1,Budget Shoppers
5d2aba91-f11c-4f84-9d00-8413a4dafd23,50,0,173091,59,3,Savers
6bab9428-2116-4888-a8e4-714bcc42144e,22,0,91559,49,0,High Value
89329c48-4973-42f0-a413-55de399231c8,26,1,57946,80,1,Budget Shoppers
e1518b17-2d4c-45db-a4ee-abff1ae664c5,63,0,142120,28,4,Average Customers
37486c48-ff52-4804-867c-e426c36ea87f,77,0,155931,47,4,Average Customers
df6bd3bd-ee9a-4029-9751-16a22b70f711,60,1,137514,99,1,Budget Shoppers
bdfe43f6-8fb6-472b-b99b-281b29aa32fd,65,1,118898,97,1,Budget Shoppers
7beedf31-535b-4dcb-94f8-50bcdb9d8d23,79,0,62097,55,4,Average Customers
f30463f1-213e-41a5-9b8b-7643ffa604af,40,1,40503,7,2,Young Spenders
9b915a65-cfe7-4ac6-b08d-58a0294d7b6b,47,1,127556,87,1,Budget Shoppers
dd42b852-b68a-4f77-8c26-103943d153e8,45,1,90774,59,1,Budget Shoppers
8973d450-ab41-447e-9dcf-bac97889d06f,21,1,124870,19,2,Young Spenders
0d5690cd-d2e1-4260-84a9-ad4cf79451db,55,1,193741,56,1,Budget Shoppers
134357ab-1ce6-4185-833e-a86d120c2e7b,56,0,73071,89,3,Savers
3e76530a-08dd-4c67-a729-fcd5431e72f2,39,1,56156,44,2,Young Spenders
7edb76be-dacc-46b7-b4a7-e481fdde7941,50,1,49112,74,1,Budget Shoppers
b48ca9fc-3ce7-4b68-ab12-b33e930877b0,36,0,130987,4,0,High Value
46d3559e-e92c-459d-b69b-5c241b5c4aa8,87,0,182091,14,4,Average Customers
bd8c8d04-50e2-4f02-b990-90453c1e0312,70,1,51841,94,1,Budget Shoppers
3896640f-d3c7-441c-81ba-35cac26d2387,38,1,93172,96,1,Budget Shoppers
94ab83dc-d7ee-4652-96db-a8884d349797,85,1,50325,56,1,Budget Shoppers
ab5ba77c-5bbe-4537-bc7f-62f12b442f41,85,0,101047,65,4,Average Customers
d88805f1-3ca2-4f5f-9e1b-335d5b98778c,55,1,183905,47,2,Young Spenders
6d88bdc7-f7a3-49d0-897e-06c2a5dfdb5a,75,0,142861,45,4,Average Customers
783fb416-c31a-4cce-8b8f-9253bbe8da17,45,0,20820,8,0,High Value
b495c6fb-e3fa-4e7f-98b9-ba1ee5b02202,52,1,44444,4,2,Young Spenders
dab0b90a-4da5-4904-aa60-02df4b735eec,32,1,114698,87,1,Budget Shoppers
1152a2ea-eeae-4e6e-b645-7e379e9b5036,65,1,163879,78,1,Budget Shoppers
7df7c150-d03c-4f78-93b2-da03161495b7,63,0,120803,9,4,Average Customers
86911c8a-e12b-4287-9166-d3035664815e,22,1,186838,6,2,Young Spenders
8f266306-e629-4aa8-a720-cb4abbd1f557,65,0,40388,52,4,Average Customers
49a961d1-010a-40e7-a550-2743afd53f51,62,0,97287,5,4,Average Customers
e3af6c13-d308-455a-add0-cc5b122333ad,79,1,83248,13,2,Young Spenders
f53817bf-86e9-4273-8bb3-db82dba124f1,23,1,37466,97,1,Budget Shoppers
a688d91d-3d1d-45c7-9f0a-bd1af8d3fd59,34,0,149280,11,0,High Value
fa8be8a2-f3a8-43ad-b9c0-122b57141660,29,0,170268,5,0,High Value
6e6a9c08-341c-4463-913a-3dc7e622e384,22,1,67063,13,2,Young Spenders
7d1e0d9e-6a86-491a-8821-a22655696171,84,1,87495,34,2,Young Spenders
2a74150b-f591-478c-81e9-f0b956fdfb04,20,1,74329,96,1,Budget Shoppers
d1eeafd1-0172-4b65-a8e4-5518e6b20de7,51,0,28876,9,0,High Value
31ba44ac-c573-4b76-83c2-ab0fbddd0d24,40,1,172649,68,1,Budget Shoppers
640adc97-4c87-42ec-8874-43dd8a59fe60,88,1,118210,46,2,Young Spenders
3ae0b8e5-38fd-4ed2-85fa-db17ddff2b0c,51,1,68677,21,2,Young Spenders
5268399b-af17-43d4-8c9b-ce4c4f9443fc,54,0,20970,7,0,High Value
7057d904-e4ba-4697-9fce-fed7e1b79e99,46,1,69139,20,2,Young Spenders
e334bf53-3b99-4f1b-be45-1aaa618ef8f5,26,0,59456,94,3,Savers
ac5f7f87-54e7-48ad-9c87-ea852ea6f2df,54,0,23575,53,3,Savers
6f7757f4-e0af-4acb-a40e-2c56ee830bc0,55,1,172131,98,1,Budget Shoppers
cdfd596c-a873-48ad-a972-801124122902,84,1,164744,76,1,Budget Shoppers
34970139-e7e4-46c3-b74c-1a05ff9dc324,18,1,33775,13,2,Young Spenders
af53a6f7-6460-468c-8a37-c5a9a84448a7,41,1,118905,36,2,Young Spenders
21801254-a966-4efd-9ba0-2dc023c1f6ba,56,1,124202,54,1,Budget Shoppers
66104fc6-b68e-4a1d-8ab1-fdb34f18dd98,78,0,45603,59,4,Average Customers
02a8cd40-4d7a-48ff-a370-95388d57ef2f,70,0,68189,3,4,Average Customers
0093f504-e3ba-4b30-a5a2-47b7ae0dcce1,82,1,63234,19,2,Young Spenders
c9f0a7d8-eac4-40fa-a370-0ab100847308,89,0,34904,13,4,Average Customers
c2213386-f806-4557-a9c0-8f332d6ccb31,42,1,90377,57,1,Budget Shoppers
c8c82e11-3aec-416a-ae8a-69ef236546eb,23,1,159264,70,1,Budget Shoppers
a3ecb035-17ed-4678-bbc5-a044f72d2489,33,1,140340,75,1,Budget Shoppers
428b1bf7-fdcb-4573-bd0d-50d69e8a7f95,60,1,172766,79,1,Budget Shoppers
ae57abd1-622d-4fc0-946f-7881a714124d,80,1,131423,52,2,Young Spenders
abd31464-949a-4ad2-9199-c855406b5d53,20,1,43889,86,1,Budget Shoppers
e7497c9a-7221-45db-90cd-36583d070f11,44,1,130050,5,2,Young Spenders
3de0d33a-9ce8-40ea-a202-2c2a10240f1e,45,0,104104,47,0,High Value
120b878b-8315-4b51-bb0b-456d894bc0a5,50,1,75044,29,2,Young Spenders
e099b97d-3fae-4742-80ba-f6b392619271,20,1,195860,98,1,Budget Shoppers
1a1928b5-2176-4271-b1c3-e9ad39520b96,22,0,53327,85,3,Savers
18223e28-a763-46da-be78-1401a71207dd,54,1,180202,41,2,Young Spenders
513e68ae-c88a-492d-990d-5bbc3c36b026,64,1,122941,28,2,Young Spenders
dd5c03fe-d5cb-4ec1-9b11-368c7f918e00,51,1,71073,76,1,Budget Shoppers
e4502c6d-e7d5-43af-ba66-3d0048308a0b,59,1,152253,21,2,Young Spenders
ca3d6509-ad9a-462b-b3c6-0e4d5c4622c7,72,1,189546,59,1,Budget Shoppers
4efa8a7d-d370-44e6-8177-9c5100f8b3b5,79,0,140819,59,4,Average Customers
8dbb85a2-d054-45b9-9fae-c128b2ce1f04,84,0,79616,25,4,Average Customers
dd7bf620-4e8e-484f-953e-fe7a7acd2eee,69,0,183887,37,4,Average Customers
37ac12eb-42a8-4d3e-8563-309b6c49b59b,39,0,167940,17,0,High Value
f5350002-7fb3-48de-9bbc-97d434da0fcd,63,0,39267,54,3,Savers
1515f894-cd2c-4e68-b489-6f27f040c0c9,70,0,90451,25,4,Average Customers
bd039e84-1859-4782-ad04-12f8363da5ed,43,1,36442,39,2,Young Spenders
ff2d703b-80be-4999-9091-84024f3a53aa,49,0,103063,32,0,High Value
71fcae75-4f45-4eb5-9ac9-3715e931598f,74,1,137009,14,2,Young Spenders
45ab6677-81fe-4519-babd-d1e37f877a96,83,1,197898,38,2,Young Spenders
96028839-4704-41ff-8670-37d76cc11ab2,37,1,184423,28,2,Young Spenders
b1a1d4e0-c677-4615-954a-6d37c3f8af95,64,1,86981,27,2,Young Spenders
2b0fa6ba-6c9a-4939-8460-382cf5ae880a,45,1,61391,29,2,Young Spenders
c97eabd2-e9bd-4f5f-a632-fc4429156b7f,31,1,197578,34,2,Young Spenders
88be2d29-8bd3-4f00-b856-e889dfb342f2,20,0,148564,82,3,Savers
a94b25e1-3c2e-47f9-9737-27f8557d1ac8,72,0,173892,13,4,Average Customers
e0876d2f-deb1-43e5-9415-d0d204e43334,30,1,46114,91,1,Budget Shoppers
757f30fa-6204-478c-9f9d-757e18a51a62,29,1,41076,20,2,Young Spenders
1e5d1e15-3b61-4a1f-b16d-d60b7950e9ad,57,1,151123,72,1,Budget Shoppers
9eede71f-2ec9-4e36-9ba9-e9d00fd9b527,62,0,46973,46,4,Average Customers
c98c0f2b-94e6-4f38-b8a4-f451bbd7aac9,39,0,144125,78,3,Savers
19470a5e-a5af-4150-a86f-14e488d092ae,69,1,69086,65,1,Budget Shoppers
8f199938-402c-4eb4-9d77-380394d82b93,89,1,96022,54,1,Budget Shoppers
9db824e2-ed59-4789-aad3-1cc4486e3ffa,65,0,107478,59,3,Savers
1310e1d8-4371-409b-9c9c-867d866bed47,47,0,149458,10,0,High Value
0fd21376-8303-4524-b4e0-f579175ad868,37,0,143768,96,3,Savers
ff396fa5-0a9d-471b-99c0-0f4452e4628a,82,0,193101,39,4,Average Customers
3e6f65e9-1638-40c7-b513-f3e237bd9ee2,44,0,32358,51,0,High Value
9346a8cd-2eba-4145-962d-63894a6cc9c2,76,1,23825,38,2,Young Spenders
7c39ed4c-2efb-43ac-abed-d8e8b18d0fbe,42,0,32499,33,0,High Value
a38ec5c7-d6d4-470b-8f6b-b2c6d54444d9,19,1,85326,83,1,Budget Shoppers
e1337b15-7eea-4e87-a9ac-db2dd5e6d1c8,57,1,112064,71,1,Budget Shoppers
d12a949d-9626-4fe7-ba46-613eec1eaa10,56,1,136874,59,1,Budget Shoppers
32a2254c-21db-4300-8ef8-b0e1ef65b12e,60,0,56182,28,4,Average Customers
60062b24-d876-4272-ba67-c6b4c73aa399,90,1,40000,35,2,Young Spenders
faaa57b8-259a-4a86-9500-d9ece440603f,76,0,99849,30,4,Average Customers
24c6bd0f-158a-46ee-8b0a-c23ea59e5965,30,1,49997,15,2,Young Spenders
821c661e-a0fb-4104-a45a-299905205623,71,0,153562,91,3,Savers
b248a68b-2ddf-45ba-892f-5a5299b5b4f2,25,1,120657,50,1,Budget Shoppers
fe3b90d5-acda-4790-b715-63f044fbd423,74,0,129142,63,4,Average Customers
48b9c775-373a-4150-b5bc-87b3a2af3534,41,0,173239,73,3,Savers
56913d7a-6fcd-482c-a397-70a240783df3,87,1,147692,71,1,Budget Shoppers
1500c10b-fb53-44dd-80f8-640e20282687,19,0,175102,66,0,High Value
486a640b-4c6a-405b-ac91-35836248e301,35,0,74445,55,0,High Value
3baf61b7-5e9b-4dc6-aa09-32c338da1a2c,78,0,56392,26,4,Average Customers
4d52f7ee-f3ca-4159-aa44-0d658a9c07d1,70,1,30425,65,1,Budget Shoppers
781f89bc-3c9a-46ae-85a8-5ec8e89a610a,37,1,109243,11,2,Young Spenders
3a3b9eae-1fd0-4a85-a911-8f0e7ef37c1c,82,0,28546,91,3,Savers
236f4a48-f144-4eb1-9be5-8c5e2e2285d2,80,0,79714,57,4,Average Customers
2f2159d2-db2f-43cc-bdfb-78f93e6fcbbc,80,0,40730,17,4,Average Customers
1016c497-7398-43ed-a5cc-2f967503ea2a,73,1,64806,2,2,Young Spenders
eece7408-112e-42d9-ba22-a53bbf5987d0,39,1,58394,85,1,Budget Shoppers
97f2b4f8-2df3-4434-98f7-17d21a617868,35,0,149263,2,0,High Value
c5606dbe-390c-4784-8d86-c3418df4c9a4,72,1,79863,35,2,Young Spenders
b3128ef7-d49a-48e1-b865-6df355a8fece,51,1,65449,89,1,Budget Shoppers
7a3b9222-ab03-46a3-91a7-6d3c5f6f6a1a,79,0,20179,82,3,Savers
db6dc9ac-954c-4f0e-bdb4-34ec6e2457e8,78,0,59920,74,3,Savers
a990865f-5707-4da7-9885-a6c035366de4,70,0,25739,20,4,Average Customers
9fe2b294-4084-4b4f-b39f-14e5e3057489,62,0,123784,41,4,Average Customers
f1792bd8-b2a0-434b-9944-0df518a10539,72,1,20921,51,2,Young Spenders
aec0af35-3b92-4097-a7ee-7b04d883d59b,33,0,57035,39,0,High Value
e479aa63-ad8d-46ad-b91f-1c94c06f2d80,77,1,164690,73,1,Budget Shoppers
c1e3909d-6c3d-45cc-badf-de3cbf6709ef,69,1,152869,11,2,Young Spenders
69e2507d-25db-4d5a-98e4-1ce9376f03e1,21,1,29017,23,2,Young Spenders
7ea446c0-2b52-4fac-8620-4b84ce1edbde,27,1,182282,9,2,Young Spenders
ad545811-08fe-44d2-9e94-a9691f0e9ba7,31,0,97597,41,0,High Value
ddda6fe0-6b7d-4712-a925-cc050456de8d,39,0,117142,74,3,Savers
78fa3ee8-0757-4459-b153-b5cd3801684c,28,0,123614,60,0,High Value
3ef2bacb-c20b-4394-977f-6d1c1b98e03e,88,0,121740,14,4,Average Customers
3c8a1ed5-aac0-41db-aa89-e902781ca351,33,1,118693,57,1,Budget Shoppers
3a0d58b9-6e24-43b3-af40-dc11a0e527e9,82,1,156850,49,2,Young Spenders
4c131ed8-70d4-44dc-a483-5a8c92fbc0e7,80,0,188044,20,4,Average Customers
8b99b631-2d37-4eba-aee1-2dfab8a58a67,89,1,67968,18,2,Young Spenders
d5b9ba7c-086b-49f8-91c9-0a9d02c57287,65,1,93707,27,2,Young Spenders
80e96e4f-d1ef-4337-a71b-63f1ef1a5e68,82,1,68981,54,1,Budget Shoppers
c0f0086a-efc1-4fc8-aaf9-90a1dc98e640,18,0,145216,33,0,High Value
5d71a3c3-da0e-4a3e-b3e8-fb0ccf57f95f,81,0,35606,89,3,Savers
ffc947dd-10f8-4e9c-95d0-30f12c2063c4,53,1,38664,42,2,Young Spenders
403a207a-df69-4496-a840-a38f081d0d87,23,0,92139,38,0,High Value
0dbdb3bb-682f-4cb8-a371-8e421f39319a,52,1,69104,16,2,Young Spenders
7a84b56f-2659-4646-b659-ee526cc3e04c,90,1,179804,65,1,Budget Shoppers
108b0bdd-5fa1-4bbf-9cda-ce1aa63a7ed5,71,1,153322,1,2,Young Spenders
17e280bc-b99c-48de-8b1d-e48fa6fc0f2f,57,0,71410,42,4,Average Customers
e775e59a-1b2d-4c6f-aa35-0c15ea1ee931,67,0,185087,68,3,Savers
2117407a-9aab-4bbc-9fde-db9f457827d8,78,0,120260,93,3,Savers
11ff5174-3949-45af-aeb8-106302090fb9,29,1,45087,65,1,Budget Shoppers
e23db070-0994-4b6c-97eb-4cbef10254be,78,0,146974,6,4,Average Customers
8c5577bf-e15e-4c12-ade7-7bca3085d55f,21,1,86585,87,1,Budget Shoppers
0fb5bd5c-47f3-46e8-a3df-9e226a190015,20,1,45952,67,1,Budget Shoppers
5ec85187-be7e-44bb-b30f-3fe37d3c5192,45,0,65057,95,3,Savers
daef080e-33ef-431b-9d56-7a89eb3fd2a7,57,1,79739,54,1,Budget Shoppers
83c7e0b4-6731-4a8c-a3cb-d81a0873a070,89,1,113454,80,1,Budget Shoppers
67bb4839-0fa1-4c2b-82ff-e72a5a7d7a23,32,1,90214,71,1,Budget Shoppers
fd4259fc-dca3-485f-b311-4b5e16345ff0,81,0,22824,10,4,Average Customers
fbda7a0f-9d5f-46cf-a33b-45de85cd4464,63,1,78357,9,2,Young Spenders
18f12df7-c7d7-44a3-9c8b-52713a8119ad,60,1,32191,98,1,Budget Shoppers
7c972bc6-1804-4496-98a6-95e368b546e2,88,1,93534,40,2,Young Spenders
00ede4c5-6ad4-4a93-b3dc-1637ecf1ed31,54,1,46319,39,2,Young Spenders
638dcdbc-595d-4502-adb5-f39a93f13ebd,87,1,55612,20,2,Young Spenders
d390ba4e-40f7-40f2-a5b3-2f2e9f29c72e,32,1,58499,85,1,Budget Shoppers
44a4cb85-4a69-4324-9f95-2acc07ce1f29,24,0,64324,5,0,High Value
1404033d-2181-48e0-9852-a61faf330e85,47,1,49759,52,1,Budget Shoppers
453e53a4-287a-431e-af5d-df6151be4ccb,56,0,88066,83,3,Savers
38a2ce2c-4111-4f23-a94f-afa40d53fa6d,55,0,87740,50,3,Savers
50bcecbd-1c2c-4c99-ae10-aa28d0930a71,88,0,70009,93,3,Savers
a2f384ae-688f-43ac-8e80-61e520a690b0,75,1,146719,24,2,Young Spenders
29452d6d-3109-4371-b314-f170e912c36e,54,0,85835,94,3,Savers
8b233cb1-3ed3-4534-9ffd-bee85749f170,67,0,103862,53,4,Average Customers
3e65f017-5b6f-482c-82b6-cd7298e6bc9b,80,1,198066,28,2,Young Spenders
69d35ab5-6ef7-4ad6-b209-cd832f1a0d78,34,0,104458,65,0,High Value
0ad6e390-5b63-446d-92ed-590af3721c56,85,1,133883,46,2,Young Spenders
d3010d98-726e-4077-8274-b6f85a26a530,34,1,81814,48,2,Young Spenders
70c0debb-3ff4-404e-b572-2944a63ae325,45,0,195469,23,0,High Value
9984e3d9-cef1-4e95-97d5-16c74164f9bc,90,0,147091,33,4,Average Customers
31dee36d-62fa-4522-8273-59ebdbc23a99,20,0,124438,27,0,High Value
c7b61567-964a-45e3-88b0-50502ef7dc3d,41,0,84442,98,3,Savers
cad0a90a-f29d-4814-82bf-16c96cc50ac2,39,0,101603,11,0,High Value
d3a7b184-3de5-478d-b769-0f44ec530995,76,1,182291,22,2,Young Spenders
a7c44755-be68-4978-a331-98420604623e,21,1,37428,9,2,Young Spenders
685aad63-2c16-40e0-b0ba-fc8e22fe3f90,49,1,197959,84,1,Budget Shoppers
2be27074-ba0b-43ce-a341-5c075644868c,71,1,134411,70,1,Budget Shoppers
2f266c30-de87-43e4-bac5-c6d46f59a04d,56,0,165594,76,3,Savers
4a4032a4-e68e-45e5-ae04-881870afbf0f,44,1,23370,44,2,Young Spenders
77b3de49-e860-4292-a9cd-cb2ba3ca4c27,50,1,193064,63,1,Budget Shoppers
396cee31-afcd-4fc4-bb24-86d0fa7d8739,27,0,105000,81,3,Savers
f4a2e7ce-e86a-48e7-96e1-af08006d3038,50,1,154562,93,1,Budget Shoppers
edb4edb8-b0c7-43a8-8e20-fc9cd049678f,41,1,154487,92,1,Budget Shoppers
892afd20-d6b4-401e-af01-73b2c16094e5,40,1,49821,77,1,Budget Shoppers
7b303a00-5394-4ff1-94a8-3b162fd755cb,63,1,66491,14,2,Young Spenders
5dfe913b-b2c9-4b63-81de-e03e8b97d2fa,23,1,198123,70,1,Budget Shoppers
dcd3d2aa-d032-4556-a228-b5eb7909bf7f,76,1,146540,98,1,Budget Shoppers
8250e071-8a4f-47fb-8897-41508c1ed393,79,1,84929,20,2,Young Spenders
4a5ce3f5-50d7-48e3-95d3-591d94641e29,50,1,180539,59,1,Budget Shoppers
e56f4d4c-3a2a-4c52-8caa-448ae13bb9d3,37,1,120883,82,1,Budget Shoppers
5f8ff7c6-e105-4b76-bb40-13f1cd72844b,27,0,165136,32,0,High Value
1e559627-2d62-4e7f-806b-7804fd053e03,53,0,66142,5,0,High Value
63961924-20ed-434e-bb0a-9367d2462840,27,1,62648,51,1,Budget Shoppers
c04ccc79-139a-415d-bd5e-cd1738650f66,82,1,71027,38,2,Young Spenders
6029ba07-2872-4773-bf26-0ab8dc6321d2,57,0,173176,64,3,Savers
4e4f6dd9-1303-4256-a91b-c45349b4dc53,44,1,129040,16,2,Young Spenders
1494983a-a724-4589-ad6e-9c9d86a50550,50,0,79508,47,0,High Value
6f4a1d81-2cb6-408a-a9f3-ccc269851326,86,0,50624,67,4,Average Customers
2b8063c5-b7cd-4056-b570-0ae9d55dfc80,89,0,130925,23,4,Average Customers
9c3d83b5-6ee7-43ac-804c-61139dc551f6,25,1,86222,84,1,Budget Shoppers
de392eb0-bc48-4fd3-90b7-06446aa1551f,31,1,30888,64,1,Budget Shoppers
e83be0fb-297d-4aef-a039-3de03c756311,70,1,109471,5,2,Young Spenders
0572897f-b8eb-4fe2-a410-c249a5398b9b,62,0,97013,27,4,Average Customers
e094a3bb-4b65-42cd-9187-1c69cb30888c,80,1,37201,31,2,Young Spenders
a8d250f5-57e5-4131-88bc-b1a5ac22f2be,43,1,190206,58,1,Budget Shoppers
226d2087-c014-40f6-b743-3b4e6b3fab54,56,0,171382,37,4,Average Customers
1cda516d-bf10-42b1-898b-c90344fa3c43,40,1,137280,78,1,Budget Shoppers
4d683302-c4d6-4495-a33c-ae563c600207,70,1,121668,87,1,Budget Shoppers
d1f30c08-c843-4aa2-8f61-bac987e552dc,65,1,175966,60,1,Budget Shoppers
4f92a82a-668e-4a1d-8537-0ac37c2e2ce5,75,1,22880,90,1,Budget Shoppers
58276323-89d9-4074-8850-eb9f3cdcbd32,81,1,195716,59,1,Budget Shoppers
4c823f88-5965-4c0c-b933-2aff5ee3eb11,47,1,37878,99,1,Budget Shoppers
09db9dfe-d927-44c2-9c8c-c638dca3d66c,86,1,109073,60,1,Budget Shoppers
c048b835-6f77-465e-9442-1d78d39a6a6e,52,0,37812,77,3,Savers
e998b5c6-ebdb-44bc-a565-7d2f6e62bb49,26,0,45405,9,0,High Value
664d285e-c475-493f-a429-63c0799bd7b8,39,0,97520,43,0,High Value
7ca54b50-6163-473b-861c-b1f97a7a4a7d,36,0,32461,73,3,Savers
054d8032-44bf-465c-80f8-cdfd90caf095,70,0,121030,3,4,Average Customers
121ec49f-3474-4da4-908e-c866b3b3d37c,51,1,110099,74,1,Budget Shoppers
03a90569-3cfd-43fb-93b9-5286db351aeb,65,1,31557,69,1,Budget Shoppers
2c7f8b8f-112a-46ff-b962-436a02679dd4,23,0,185325,68,0,High Value
390ae8bd-1da2-4361-94e6-75b47e44a1a1,55,0,41874,50,3,Savers
1663c72e-20cb-4726-8930-0eb82e69e17e,84,0,115451,54,4,Average Customers
f9de7a77-5c04-4a60-90c0-e5414d54bedf,70,0,28186,46,4,Average Customers
8ae4140f-4138-436a-b741-50ba734bcb2d,78,0,56955,69,3,Savers
13681230-31f4-4370-aa06-23aa117cf7ea,42,1,181116,46,2,Young Spenders
911bea24-8587-4793-9e30-cc16bf7362a0,62,0,42635,79,3,Savers
f294d363-029d-44a4-b22b-e9efdcea3f5e,48,0,26228,53,0,High Value
