Year,Factory_Name,Product,Unity,Month,Quantity
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Sterilized whole milk,Lts,Mar,4409266
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Sterilized semi-skimmed milk,Lts,Mar,0
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Sterilized skimmed milk,Lts,Mar,2634480
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Flavored sterilized milk,Lts,Mar,1998144
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Powdered milk 28% mg,Kg,Mar,0
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Powdered milk 26% mg,Kg,Mar,52500
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Powdered milk 18% mg,Kg,Mar,0
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Powdered milk 20% mg,Kg,Mar,52500
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Powdered milk 12% mg,Kg,Mar,0
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Skimmed powdered milk,Kg,Mar,8450
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Total powdered milk,Kg,Mar,60950
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Yogurt,Lts,Mar,996362
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Cultured milk,Lts,Mar,0
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Small cheese,Kg,Mar,0
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Cheese,Kg,Mar,0
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Cream,Kg,Mar,286654
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Butter,Kg,Mar,181965
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Powdered whey,Kg,Mar,0
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Condensed milk,Kg,Mar,0
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Sweetened condensed milk,Kg,Mar,0
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Modified milk,Kg,Mar,0
2013,SURLAT S.A. - Pitrufquén (La Araucanía),Evaporated milk,Kg,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Received milk volume,Lts,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Pasteurized milk 3.0% mg,Lts,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Pasteurized milk 2.5% mg,Lts,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Skimmed pasteurized milk,Lts,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Sterilized whole milk,Lts,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Sterilized semi-skimmed milk,Lts,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Sterilized skimmed milk,Lts,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Flavored sterilized milk,Lts,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Powdered milk 28% mg,Kg,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Powdered milk 26% mg,Kg,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Powdered milk 18% mg,Kg,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Powdered milk 20% mg,Kg,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Powdered milk 12% mg,Kg,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Skimmed powdered milk,Kg,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Total powdered milk,Kg,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Yogurt,Lts,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Cultured milk,Lts,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Small cheese,Kg,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Cheese,Kg,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Cream,Kg,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Butter,Kg,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Powdered whey,Kg,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Condensed milk,Kg,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Sweetened condensed milk,Kg,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Modified milk,Kg,Mar,0
2013,VIALAT S.A. ( EX PARMALAT ) - Angol (La Araucanía),Evaporated milk,Kg,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Received milk volume,Lts,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Pasteurized milk 3.0% mg,Lts,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Pasteurized milk 2.5% mg,Lts,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Skimmed pasteurized milk,Lts,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Sterilized whole milk,Lts,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Sterilized semi-skimmed milk,Lts,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Sterilized skimmed milk,Lts,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Flavored sterilized milk,Lts,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Powdered milk 28% mg,Kg,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Powdered milk 26% mg,Kg,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Powdered milk 18% mg,Kg,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Powdered milk 20% mg,Kg,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Powdered milk 12% mg,Kg,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Skimmed powdered milk,Kg,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Total powdered milk,Kg,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Yogurt,Lts,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Cultured milk,Lts,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Small cheese,Kg,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Cheese,Kg,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Cream,Kg,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Butter,Kg,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Powdered whey,Kg,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Condensed milk,Kg,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Sweetened condensed milk,Kg,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Modified milk,Kg,Mar,0
2013,VITALAC S.A. - Talagante (Metropolitana),Evaporated milk,Kg,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Received milk volume,Lts,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Pasteurized milk 3.0% mg,Lts,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Pasteurized milk 2.5% mg,Lts,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Skimmed pasteurized milk,Lts,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Sterilized whole milk,Lts,Mar,3418908
2013,WATTS S.A. - San Bernardo (Metropolitana),Sterilized semi-skimmed milk,Lts,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Sterilized skimmed milk,Lts,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Flavored sterilized milk,Lts,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Powdered milk 28% mg,Kg,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Powdered milk 26% mg,Kg,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Powdered milk 18% mg,Kg,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Powdered milk 20% mg,Kg,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Powdered milk 12% mg,Kg,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Skimmed powdered milk,Kg,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Total powdered milk,Kg,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Yogurt,Lts,Mar,1738911
2013,WATTS S.A. - San Bernardo (Metropolitana),Cultured milk,Lts,Mar,132714
2013,WATTS S.A. - San Bernardo (Metropolitana),Small cheese,Kg,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Cheese,Kg,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Cream,Kg,Mar,260082
2013,WATTS S.A. - San Bernardo (Metropolitana),Butter,Kg,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Powdered whey,Kg,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Condensed milk,Kg,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Sweetened condensed milk,Kg,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Modified milk,Kg,Mar,0
2013,WATTS S.A. - San Bernardo (Metropolitana),Evaporated milk,Kg,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Received milk volume,Lts,Mar,4231098
2013,WATTS S.A. - Chillán (Biobío),Pasteurized milk 3.0% mg,Lts,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Pasteurized milk 2.5% mg,Lts,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Skimmed pasteurized milk,Lts,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Sterilized whole milk,Lts,Mar,1998012
2013,WATTS S.A. - Chillán (Biobío),Sterilized semi-skimmed milk,Lts,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Sterilized skimmed milk,Lts,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Flavored sterilized milk,Lts,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Powdered milk 28% mg,Kg,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Powdered milk 26% mg,Kg,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Powdered milk 18% mg,Kg,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Powdered milk 20% mg,Kg,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Powdered milk 12% mg,Kg,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Skimmed powdered milk,Kg,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Total powdered milk,Kg,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Yogurt,Lts,Mar,2980150
2013,WATTS S.A. - Chillán (Biobío),Cultured milk,Lts,Mar,104917
2013,WATTS S.A. - Chillán (Biobío),Small cheese,Kg,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Cheese,Kg,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Cream,Kg,Mar,143064
2013,WATTS S.A. - Chillán (Biobío),Butter,Kg,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Powdered whey,Kg,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Condensed milk,Kg,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Sweetened condensed milk,Kg,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Modified milk,Kg,Mar,0
2013,WATTS S.A. - Chillán (Biobío),Evaporated milk,Kg,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Received milk volume,Lts,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Pasteurized milk 3.0% mg,Lts,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Pasteurized milk 2.5% mg,Lts,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Skimmed pasteurized milk,Lts,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Sterilized whole milk,Lts,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Sterilized semi-skimmed milk,Lts,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Sterilized skimmed milk,Lts,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Flavored sterilized milk,Lts,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Powdered milk 28% mg,Kg,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Powdered milk 26% mg,Kg,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Powdered milk 18% mg,Kg,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Powdered milk 20% mg,Kg,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Powdered milk 12% mg,Kg,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Skimmed powdered milk,Kg,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Total powdered milk,Kg,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Yogurt,Lts,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Cultured milk,Lts,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Small cheese,Kg,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Cheese,Kg,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Cream,Kg,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Butter,Kg,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Powdered whey,Kg,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Condensed milk,Kg,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Sweetened condensed milk,Kg,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Modified milk,Kg,Mar,0
2013,WATTS S.A. - Valdivia (Los Ríos),Evaporated milk,Kg,Mar,0
2013,WATTS S.A. - Osorno (Los Lagos),Received milk volume,Lts,Mar,21977831
2013,WATTS S.A. - Osorno (Los Lagos),Pasteurized milk 3.0% mg,Lts,Mar,0
2013,WATTS S.A. - Osorno (Los Lagos),Pasteurized milk 2.5% mg,Lts,Mar,0
2013,WATTS S.A. - Osorno (Los Lagos),Skimmed pasteurized milk,Lts,Mar,0
2013,WATTS S.A. - Osorno (Los Lagos),Sterilized whole milk,Lts,Mar,0
2013,WATTS S.A. - Osorno (Los Lagos),Sterilized semi-skimmed milk,Lts,Mar,0
2013,WATTS S.A. - Osorno (Los Lagos),Sterilized skimmed milk,Lts,Mar,0
2013,WATTS S.A. - Osorno (Los Lagos),Flavored sterilized milk,Lts,Mar,0
2013,WATTS S.A. - Osorno (Los Lagos),Powdered milk 28% mg,Kg,Mar,0
2013,WATTS S.A. - Osorno (Los Lagos),Powdered milk 26% mg,Kg,Mar,1130348
2013,WATTS S.A. - Osorno (Los Lagos),Powdered milk 18% mg,Kg,Mar,0
2013,WATTS S.A. - Osorno (Los Lagos),Powdered milk 20% mg,Kg,Mar,1130348
2013,WATTS S.A. - Osorno (Los Lagos),Powdered milk 12% mg,Kg,Mar,72837
2013,WATTS S.A. - Osorno (Los Lagos),Skimmed powdered milk,Kg,Mar,81811
2013,WATTS S.A. - Osorno (Los Lagos),Total powdered milk,Kg,Mar,1284996
2013,WATTS S.A. - Osorno (Los Lagos),Yogurt,Lts,Mar,0
2013,WATTS S.A. - Osorno (Los Lagos),Cultured milk,Lts,Mar,0
2013,WATTS S.A. - Osorno (Los Lagos),Small cheese,Kg,Mar,0
2013,WATTS S.A. - Osorno (Los Lagos),Cheese,Kg,Mar,1349674
2013,WATTS S.A. - Osorno (Los Lagos),Cream,Kg,Mar,0
2013,WATTS S.A. - Osorno (Los Lagos),Butter,Kg,Mar,291405
2013,WATTS S.A. - Osorno (Los Lagos),Powdered whey,Kg,Mar,411459
2013,WATTS S.A. - Osorno (Los Lagos),Condensed milk,Kg,Mar,0
2013,WATTS S.A. - Osorno (Los Lagos),Sweetened condensed milk,Kg,Mar,335416
2013,WATTS S.A. - Osorno (Los Lagos),Modified milk,Kg,Mar,0
2013,WATTS S.A. - Osorno (Los Lagos),Evaporated milk,Kg,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Received milk volume,Lts,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Pasteurized milk 3.0% mg,Lts,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Pasteurized milk 2.5% mg,Lts,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Skimmed pasteurized milk,Lts,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Sterilized whole milk,Lts,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Sterilized semi-skimmed milk,Lts,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Sterilized skimmed milk,Lts,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Flavored sterilized milk,Lts,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Powdered milk 28% mg,Kg,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Powdered milk 26% mg,Kg,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Powdered milk 18% mg,Kg,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Powdered milk 20% mg,Kg,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Powdered milk 12% mg,Kg,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Skimmed powdered milk,Kg,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Total powdered milk,Kg,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Yogurt,Lts,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Cultured milk,Lts,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Small cheese,Kg,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Cheese,Kg,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Cream,Kg,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Butter,Kg,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Powdered whey,Kg,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Condensed milk,Kg,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Sweetened condensed milk,Kg,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Modified milk,Kg,Mar,0
2013,WATTS S.A. - Chillán (Ñuble),Evaporated milk,Kg,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Received milk volume,Lts,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Pasteurized milk 3.0% mg,Lts,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Pasteurized milk 2.5% mg,Lts,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Skimmed pasteurized milk,Lts,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Sterilized whole milk,Lts,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Sterilized semi-skimmed milk,Lts,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Sterilized skimmed milk,Lts,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Flavored sterilized milk,Lts,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Powdered milk 28% mg,Kg,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Powdered milk 26% mg,Kg,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Powdered milk 18% mg,Kg,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Powdered milk 20% mg,Kg,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Powdered milk 12% mg,Kg,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Skimmed powdered milk,Kg,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Total powdered milk,Kg,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Yogurt,Lts,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Cultured milk,Lts,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Small cheese,Kg,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Cheese,Kg,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Cream,Kg,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Butter,Kg,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Powdered whey,Kg,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Condensed milk,Kg,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Sweetened condensed milk,Kg,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Modified milk,Kg,Mar,0
2014,ALIMENTOS PUERTO VARAS - Puerto Varas (Los Lagos),Evaporated milk,Kg,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Received milk volume,Lts,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Pasteurized milk 3.0% mg,Lts,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Pasteurized milk 2.5% mg,Lts,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Skimmed pasteurized milk,Lts,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Sterilized whole milk,Lts,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Sterilized semi-skimmed milk,Lts,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Sterilized skimmed milk,Lts,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Flavored sterilized milk,Lts,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Powdered milk 28% mg,Kg,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Powdered milk 26% mg,Kg,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Powdered milk 18% mg,Kg,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Powdered milk 20% mg,Kg,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Powdered milk 12% mg,Kg,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Skimmed powdered milk,Kg,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Total powdered milk,Kg,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Yogurt,Lts,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Cultured milk,Lts,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Small cheese,Kg,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Cheese,Kg,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Cream,Kg,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Butter,Kg,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Powdered whey,Kg,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Condensed milk,Kg,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Sweetened condensed milk,Kg,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Modified milk,Kg,Mar,0
2014,CAMPO LINDO - Río Negro (Los Lagos),Evaporated milk,Kg,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Received milk volume,Lts,Mar,1868084
2014,CHILOLAC - Ancud (Los Lagos),Pasteurized milk 3.0% mg,Lts,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Pasteurized milk 2.5% mg,Lts,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Skimmed pasteurized milk,Lts,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Sterilized whole milk,Lts,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Sterilized semi-skimmed milk,Lts,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Sterilized skimmed milk,Lts,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Flavored sterilized milk,Lts,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Powdered milk 28% mg,Kg,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Powdered milk 26% mg,Kg,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Powdered milk 18% mg,Kg,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Powdered milk 20% mg,Kg,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Powdered milk 12% mg,Kg,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Skimmed powdered milk,Kg,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Total powdered milk,Kg,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Yogurt,Lts,Mar,6019
2014,CHILOLAC - Ancud (Los Lagos),Cultured milk,Lts,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Small cheese,Kg,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Cheese,Kg,Mar,187705
2014,CHILOLAC - Ancud (Los Lagos),Cream,Kg,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Butter,Kg,Mar,19000
2014,CHILOLAC - Ancud (Los Lagos),Powdered whey,Kg,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Condensed milk,Kg,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Sweetened condensed milk,Kg,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Modified milk,Kg,Mar,0
2014,CHILOLAC - Ancud (Los Lagos),Evaporated milk,Kg,Mar,0
2014,COLUN - La Unión (Los Ríos),Received milk volume,Lts,Mar,43786118
2014,COLUN - La Unión (Los Ríos),Pasteurized milk 3.0% mg,Lts,Mar,0
2014,COLUN - La Unión (Los Ríos),Pasteurized milk 2.5% mg,Lts,Mar,0
2014,COLUN - La Unión (Los Ríos),Skimmed pasteurized milk,Lts,Mar,0
2014,COLUN - La Unión (Los Ríos),Sterilized whole milk,Lts,Mar,3196975
2014,COLUN - La Unión (Los Ríos),Sterilized semi-skimmed milk,Lts,Mar,0
2014,COLUN - La Unión (Los Ríos),Sterilized skimmed milk,Lts,Mar,1605814
2014,COLUN - La Unión (Los Ríos),Flavored sterilized milk,Lts,Mar,2867873
2014,COLUN - La Unión (Los Ríos),Powdered milk 28% mg,Kg,Mar,0
2014,COLUN - La Unión (Los Ríos),Powdered milk 26% mg,Kg,Mar,1155550
2014,COLUN - La Unión (Los Ríos),Powdered milk 18% mg,Kg,Mar,0
2014,COLUN - La Unión (Los Ríos),Powdered milk 20% mg,Kg,Mar,1155550
2014,COLUN - La Unión (Los Ríos),Powdered milk 12% mg,Kg,Mar,0
2014,COLUN - La Unión (Los Ríos),Skimmed powdered milk,Kg,Mar,0
2014,COLUN - La Unión (Los Ríos),Total powdered milk,Kg,Mar,1155550
2014,COLUN - La Unión (Los Ríos),Yogurt,Lts,Mar,4023009
2014,COLUN - La Unión (Los Ríos),Cultured milk,Lts,Mar,0
2014,COLUN - La Unión (Los Ríos),Small cheese,Kg,Mar,303088
2014,COLUN - La Unión (Los Ríos),Cheese,Kg,Mar,2262395
2014,COLUN - La Unión (Los Ríos),Cream,Kg,Mar,664903
2014,COLUN - La Unión (Los Ríos),Butter,Kg,Mar,528730
