customer_id,business_type,location,annual_revenue,order_frequency,total_quantity_purchased,product,quantity
1872,Wholesaler,Mbarara,27966239,1,502,Cream,82
1873,Wholesaler,Mbale,89564950,4,3312,Yogurt,162
1874,Retailer,Gulu,7226954,13,7795,Yogurt,174
1875,Retailer,Kampala,17359101,4,548,Cream,188
1876,Retailer,Kampala,11558035,8,190,Flavored Milk,48
1877,Wholesaler,Mbale,80555427,13,1764,Flavored Milk,92
1878,Retailer,Jinja,17633945,8,725,Flavored Milk,76
1879,Retailer,Mbarara,28810121,14,3555,Butter,138
1880,Wholesaler,Kampala,79436375,1,3652,Butter,47
1881,Retailer,Kampala,17393740,9,6725,Cream,189
1882,Retailer,Mbale,95660532,1,9159,Milk,61
1883,Wholesaler,Jinja,19329569,7,6554,Butter,92
1884,Wholesaler,Jinja,90343395,13,4853,Milk,94
1885,Wholesaler,Mbale,82969394,15,1780,Yogurt,197
1886,Retailer,Kampala,91156509,9,6026,Milk,22
1887,Retailer,Mbarara,56249277,16,7861,Milk,26
1888,Retailer,Kampala,24727535,17,7078,Flavored Milk,93
1889,Wholesaler,Jinja,13755148,9,3768,Butter,167
1890,Wholesaler,Kampala,55465431,6,7138,Cheese,175
1891,Retailer,Mbarara,72010229,12,1674,Cheese,148
1892,Retailer,Gulu,38123321,16,1856,Flavored Milk,164
1893,Wholesaler,Kampala,61193882,15,9696,Powder Milk,47
1894,Wholesaler,Mbale,34222385,7,8595,Powder Milk,37
1895,Wholesaler,Gulu,36283284,10,2983,Powder Milk,163
1896,Wholesaler,Mbale,98263723,4,990,Yogurt,112
1897,Retailer,Mbale,92465974,3,7837,Yogurt,170
1898,Wholesaler,Mbale,19521726,18,3995,Yogurt,169
1899,Retailer,Kampala,98467256,1,7108,Milk,191
1900,Retailer,Jinja,62169536,13,4898,Cream,162
1901,Retailer,Gulu,22914701,18,8471,Butter,33
1902,Wholesaler,Mbarara,73604598,8,4902,Yogurt,177
1903,Wholesaler,Jinja,94106981,11,6509,Cheese,164
1904,Wholesaler,Kampala,85941984,10,4907,Milk,55
1905,Wholesaler,Mbale,32156595,4,7788,Yogurt,93
1906,Retailer,Mbarara,91443225,4,287,Yogurt,106
1907,Wholesaler,Gulu,56877453,4,3822,Powder Milk,78
1908,Wholesaler,Jinja,17670831,12,7785,Powder Milk,78
1909,Retailer,Jinja,64452982,8,2831,Butter,48
1910,Wholesaler,Mbarara,83016815,13,7137,Butter,166
1911,Retailer,Kampala,37552402,8,2034,Milk,84
1912,Retailer,Gulu,82570016,3,1102,Cheese,95
1913,Retailer,Mbarara,94807587,12,7708,Flavored Milk,40
1914,Retailer,Mbale,63667095,18,5304,Powder Milk,74
1915,Retailer,Gulu,13247729,15,400,Cheese,24
1916,Retailer,Jinja,79191649,14,962,Cream,92
1917,Retailer,Mbarara,72240099,9,4495,Powder Milk,83
1918,Retailer,Jinja,11606140,5,9546,Butter,18
1919,Wholesaler,Jinja,91459363,15,341,Butter,22
1920,Wholesaler,Jinja,42993103,8,9454,Flavored Milk,129
1921,Wholesaler,Kampala,22593678,3,7800,Cheese,54
1922,Wholesaler,Jinja,96281425,12,517,Cheese,99
1923,Retailer,Mbale,86654854,5,3327,Flavored Milk,143
1924,Wholesaler,Mbale,53264366,9,5411,Butter,113
1925,Retailer,Gulu,98177685,3,5353,Milk,53
1926,Wholesaler,Jinja,40025706,8,3625,Cheese,11
1927,Wholesaler,Jinja,7416551,13,6642,Yogurt,166
1928,Wholesaler,Mbarara,89764919,8,4375,Cheese,185
1929,Retailer,Kampala,98965504,5,1114,Cream,134
1930,Wholesaler,Gulu,45304034,7,4938,Cheese,21
1931,Retailer,Jinja,67309700,5,9935,Cream,123
1932,Retailer,Mbarara,88622193,9,2444,Cheese,76
1933,Wholesaler,Kampala,75149899,5,8328,Butter,187
1934,Wholesaler,Gulu,31675403,8,2970,Yogurt,20
1935,Wholesaler,Gulu,11138708,12,6908,Cream,14
1936,Retailer,Jinja,99657658,4,53,Cheese,54
1937,Wholesaler,Gulu,43788946,9,5990,Milk,126
1938,Retailer,Mbarara,67527934,14,8098,Powder Milk,184
1939,Retailer,Gulu,67814920,19,9763,Cream,143
1940,Wholesaler,Mbale,43051306,13,2027,Powder Milk,89
1941,Wholesaler,Mbarara,64818416,3,9716,Yogurt,103
1942,Retailer,Kampala,19374511,4,9372,Flavored Milk,93
1943,Retailer,Kampala,60123491,1,9122,Milk,98
1944,Retailer,Jinja,34429481,1,9643,Flavored Milk,120
1945,Wholesaler,Jinja,61455989,11,1800,Cheese,76
1946,Retailer,Mbale,77434734,16,51,Cream,184
1947,Wholesaler,Kampala,39234482,4,9386,Butter,171
1948,Retailer,Kampala,93073631,7,9880,Cheese,21
1949,Retailer,Kampala,33944126,12,8390,Cheese,36
1950,Wholesaler,Kampala,89181986,6,4297,Flavored Milk,114
1951,Retailer,Gulu,62889439,9,7782,Cheese,95
1952,Wholesaler,Mbarara,8240868,8,6085,Milk,126
1953,Wholesaler,Mbarara,86731679,14,2093,Butter,165
1954,Retailer,Mbale,58299306,15,1752,Flavored Milk,182
1955,Wholesaler,Gulu,50105783,5,5997,Yogurt,139
1956,Wholesaler,Kampala,74054052,15,1437,Powder Milk,146
1957,Retailer,Kampala,38154725,6,9905,Cheese,40
1958,Wholesaler,Jinja,82256605,1,5876,Powder Milk,173
1959,Wholesaler,Jinja,58854239,9,9492,Cream,122
1960,Wholesaler,Mbale,12355884,4,4512,Flavored Milk,114
1961,Retailer,Kampala,5579649,2,2086,Powder Milk,24
1962,Wholesaler,Mbale,21102578,6,6455,Cheese,106
1963,Retailer,Gulu,76979786,2,6839,Cream,199
1964,Retailer,Mbarara,78373114,3,6169,Cheese,40
1965,Wholesaler,Kampala,23811080,7,587,Flavored Milk,164
1966,Wholesaler,Gulu,24950354,17,9796,Milk,11
1967,Wholesaler,Kampala,90862055,9,9032,Yogurt,52
1968,Retailer,Jinja,77554758,9,6913,Cheese,124
1969,Wholesaler,Mbale,87347140,19,1998,Milk,132
1970,Wholesaler,Jinja,78113943,5,5228,Cheese,10
1971,Wholesaler,Mbarara,18440175,6,5154,Cheese,18
1972,Wholesaler,Jinja,84981958,18,4193,Milk,197
1973,Wholesaler,Kampala,13624138,1,9677,Cheese,139
1974,Retailer,Jinja,65672200,17,2898,Yogurt,110
1975,Retailer,Kampala,91254512,14,8355,Powder Milk,195
1976,Wholesaler,Mbarara,33586909,15,2393,Flavored Milk,119
1977,Wholesaler,Jinja,77460290,5,4583,Cream,149
1978,Wholesaler,Mbale,41742450,17,211,Cream,192
1979,Wholesaler,Mbale,95656287,11,8745,Powder Milk,147
1980,Retailer,Mbale,40486255,10,2684,Milk,120
1981,Wholesaler,Jinja,50131515,17,5151,Powder Milk,74
1982,Retailer,Jinja,29717510,1,5816,Butter,74
1983,Retailer,Jinja,55149267,5,9636,Cream,70
1984,Wholesaler,Kampala,22501784,16,1559,Cheese,104
1985,Retailer,Mbarara,60179372,7,2369,Flavored Milk,44
1986,Retailer,Mbale,92887255,12,6155,Yogurt,148
1987,Retailer,Kampala,56001895,8,8721,Yogurt,47
1988,Retailer,Mbale,6567692,18,8996,Butter,123
1989,Wholesaler,Kampala,68438899,1,4049,Powder Milk,48
1990,Wholesaler,Jinja,94345603,12,8445,Yogurt,158
1991,Retailer,Mbale,94382076,4,3399,Powder Milk,129
1992,Wholesaler,Jinja,34650763,12,4261,Flavored Milk,173
1993,Wholesaler,Mbale,7470352,1,441,Butter,119
1994,Wholesaler,Gulu,38904261,1,8001,Powder Milk,29
1995,Wholesaler,Kampala,90801963,3,6881,Milk,52
1996,Wholesaler,Gulu,57102474,12,2823,Powder Milk,158
1997,Retailer,Kampala,44731409,13,2466,Powder Milk,172
1998,Wholesaler,Mbarara,86254488,13,1288,Butter,73
1999,Wholesaler,Mbale,74721766,9,6762,Milk,116
2000,Wholesaler,Mbarara,6286479,18,790,Yogurt,41
2001,Wholesaler,Mbarara,8930174,1,6520,Cream,45
2002,Retailer,Kampala,37108286,6,9777,Flavored Milk,114
2003,Retailer,Gulu,84798155,5,7541,Powder Milk,78
2004,Retailer,Jinja,75043176,4,418,Cheese,118
2005,Retailer,Kampala,76967219,6,4959,Butter,189
2006,Wholesaler,Jinja,74215772,3,5269,Yogurt,141
2007,Retailer,Mbarara,30813782,17,9340,Powder Milk,16
2008,Wholesaler,Jinja,29939988,11,7654,Flavored Milk,93
2009,Wholesaler,Gulu,87901583,4,9633,Cheese,161
2010,Wholesaler,Kampala,19085170,1,6256,Butter,158
2011,Wholesaler,Gulu,63205295,4,1697,Flavored Milk,194
2012,Wholesaler,Gulu,70957736,3,9920,Yogurt,156
2013,Retailer,Kampala,92206188,10,2874,Cream,165
2014,Retailer,Gulu,70368292,1,4220,Powder Milk,169
2015,Retailer,Mbale,7113685,4,5959,Powder Milk,43
2016,Retailer,Mbale,34882098,19,3831,Powder Milk,25
2017,Wholesaler,Mbale,47040457,1,3178,Butter,47
2018,Retailer,Jinja,63371528,16,9514,Powder Milk,124
2019,Wholesaler,Gulu,41374104,19,2029,Butter,90
2020,Retailer,Kampala,35449133,18,6662,Powder Milk,128
2021,Wholesaler,Kampala,31659342,2,6072,Milk,141
2022,Wholesaler,Jinja,72457356,6,6131,Cream,65
2023,Retailer,Kampala,29531117,1,9818,Powder Milk,177
2024,Wholesaler,Mbale,40577433,19,7882,Milk,129
2025,Wholesaler,Gulu,28948500,5,9711,Butter,59
2026,Retailer,Kampala,88232828,2,9221,Flavored Milk,118
2027,Wholesaler,Kampala,43080363,1,1305,Yogurt,126
2028,Retailer,Mbarara,88369691,16,9883,Cheese,177
2029,Retailer,Mbarara,9338748,2,349,Milk,115
2030,Retailer,Mbarara,43179634,4,7859,Yogurt,91
2031,Wholesaler,Gulu,65651173,3,4571,Powder Milk,123
2032,Wholesaler,Mbale,70903115,17,3092,Butter,58
2033,Wholesaler,Mbale,80547046,15,8642,Yogurt,57
2034,Retailer,Mbale,95540747,10,1330,Yogurt,143
2035,Wholesaler,Gulu,20924646,12,9103,Cream,135
2036,Retailer,Gulu,68993202,12,4639,Cream,142
2037,Retailer,Mbarara,19894285,7,8183,Powder Milk,88
2038,Wholesaler,Kampala,61605981,10,6682,Yogurt,182
2039,Retailer,Jinja,55023528,5,2834,Butter,153
2040,Wholesaler,Jinja,47083057,11,7448,Cream,121
2041,Wholesaler,Kampala,67943978,2,6758,Milk,154
2042,Wholesaler,Mbarara,8228335,16,7223,Cheese,196
2043,Wholesaler,Kampala,24772958,12,4209,Flavored Milk,129
2044,Wholesaler,Kampala,58887722,16,9353,Milk,193
2045,Retailer,Jinja,76433706,4,9298,Cheese,110
2046,Retailer,Mbarara,48204081,2,9337,Butter,116
2047,Retailer,Gulu,53669106,10,2350,Cheese,88
2048,Wholesaler,Jinja,83099212,13,6300,Butter,172
2049,Wholesaler,Gulu,93337854,19,8019,Cheese,17
2050,Wholesaler,Mbarara,85053757,15,4041,Cream,108
2051,Retailer,Kampala,96439273,1,563,Milk,70
2052,Wholesaler,Mbale,26251068,17,4281,Powder Milk,109
2053,Retailer,Mbale,76752002,4,6602,Powder Milk,36
2054,Retailer,Mbarara,86838927,9,8362,Powder Milk,128
2055,Wholesaler,Mbale,57835801,6,9743,Butter,29
2056,Wholesaler,Gulu,60851366,3,2897,Yogurt,66
2057,Retailer,Mbale,56285266,2,1167,Powder Milk,32
2058,Wholesaler,Mbarara,86596333,18,8746,Butter,109
2059,Retailer,Mbarara,85928654,19,9865,Cream,139
2060,Wholesaler,Gulu,55364447,7,7911,Butter,164
2061,Wholesaler,Mbale,19508208,3,2288,Cheese,169
2062,Retailer,Mbale,61765332,18,6650,Butter,187
2063,Wholesaler,Kampala,63599488,19,2483,Cheese,49
2064,Retailer,Jinja,24177157,9,9044,Cream,113
2065,Wholesaler,Mbarara,68608858,16,7059,Milk,42
2066,Retailer,Kampala,15935958,6,7216,Butter,38
2067,Retailer,Mbarara,76642926,12,4423,Yogurt,42
2068,Wholesaler,Kampala,8279115,6,8196,Yogurt,109
2069,Retailer,Jinja,25151283,13,1521,Milk,154
2070,Wholesaler,Kampala,37342081,5,9068,Cream,83
2071,Wholesaler,Mbarara,40664004,13,1478,Powder Milk,74
2072,Wholesaler,Mbale,93360840,7,4924,Yogurt,131
2073,Retailer,Mbarara,47750867,12,7973,Cheese,52
2074,Retailer,Gulu,97577133,4,4356,Butter,126
2075,Wholesaler,Gulu,54535057,5,3831,Flavored Milk,136
2076,Wholesaler,Gulu,91030204,16,2367,Cream,109
2077,Retailer,Gulu,6129429,4,6738,Butter,195
2078,Wholesaler,Jinja,91627655,8,1056,Cream,100
2079,Wholesaler,Mbale,41821533,16,1687,Cream,52
2080,Retailer,Mbale,43081660,8,9086,Butter,174
2081,Wholesaler,Mbarara,76671770,17,5161,Flavored Milk,55
2082,Retailer,Kampala,21572175,14,7499,Powder Milk,34
2083,Wholesaler,Mbarara,39928772,12,3337,Cream,107
2084,Retailer,Mbarara,9016284,3,5490,Yogurt,102
2085,Wholesaler,Mbarara,74044068,2,2911,Yogurt,108
2086,Wholesaler,Mbarara,24278205,13,688,Butter,114
2087,Retailer,Mbale,76828429,11,8734,Yogurt,188
2088,Wholesaler,Kampala,65542904,12,5775,Cream,83
2089,Retailer,Mbarara,67106194,18,2225,Cream,126
2090,Wholesaler,Mbale,83748119,9,5645,Cheese,47
2091,Retailer,Mbarara,59647355,7,1535,Cream,175
2092,Retailer,Gulu,84463877,6,6631,Cheese,10
2093,Retailer,Mbarara,69683707,14,4593,Flavored Milk,63
2094,Retailer,Mbarara,71639417,18,5271,Cream,105
2095,Wholesaler,Jinja,22326850,14,8800,Butter,31
2096,Wholesaler,Gulu,69559404,5,3798,Powder Milk,198
2097,Retailer,Kampala,41790577,13,9211,Cheese,195
2098,Retailer,Mbarara,24882254,1,5082,Milk,191
2099,Retailer,Kampala,66862308,12,6476,Yogurt,28
2100,Wholesaler,Gulu,57243598,19,4059,Powder Milk,43
2101,Wholesaler,Mbarara,58320379,10,5373,Butter,53
2102,Wholesaler,Jinja,32006804,5,8327,Cheese,126
2103,Wholesaler,Mbale,82380543,6,5493,Flavored Milk,118
2104,Retailer,Jinja,24717855,12,6357,Cheese,76
2105,Retailer,Jinja,63430449,3,3178,Milk,123
2106,Retailer,Mbale,77809326,14,4351,Cheese,189
2107,Wholesaler,Mbale,29259251,4,6077,Butter,31
2108,Wholesaler,Mbale,73820502,17,5459,Flavored Milk,38
2109,Wholesaler,Mbarara,51746466,17,996,Cream,151
2110,Retailer,Kampala,81436516,14,3258,Flavored Milk,71
2111,Retailer,Kampala,28821608,15,3490,Milk,24
2112,Wholesaler,Mbale,42289700,7,1595,Butter,151
2113,Retailer,Jinja,54576216,4,3557,Milk,124
2114,Wholesaler,Gulu,93863268,17,79,Milk,159
2115,Wholesaler,Mbale,72897895,6,9713,Milk,106
2116,Retailer,Jinja,55301115,11,1459,Cheese,96
2117,Wholesaler,Jinja,77014693,12,3729,Yogurt,134
2118,Retailer,Mbarara,6238503,15,8770,Cheese,129
2119,Wholesaler,Mbarara,45370194,12,5197,Butter,16
2120,Retailer,Kampala,31640196,11,175,Powder Milk,93
2121,Retailer,Kampala,72441924,17,4958,Milk,16
2122,Retailer,Gulu,94820120,8,6692,Milk,26
2123,Wholesaler,Gulu,74063065,12,3308,Yogurt,41
2124,Wholesaler,Gulu,49623250,9,8895,Flavored Milk,134
2125,Retailer,Gulu,38478301,11,8191,Milk,88
2126,Retailer,Jinja,62887203,3,8982,Cheese,193
2127,Wholesaler,Jinja,14674031,7,2311,Cream,71
2128,Wholesaler,Kampala,12115375,3,8003,Milk,67
2129,Wholesaler,Mbarara,63864271,16,8532,Butter,120
2130,Retailer,Mbarara,11787839,10,1743,Cream,195
2131,Wholesaler,Mbale,83180369,7,5937,Yogurt,140
2132,Wholesaler,Jinja,69244116,15,4694,Powder Milk,98
2133,Retailer,Gulu,84530782,10,9561,Flavored Milk,89
2134,Wholesaler,Gulu,8480030,12,2871,Powder Milk,127
2135,Wholesaler,Mbale,11809368,18,3712,Butter,10
2136,Wholesaler,Mbarara,13775412,9,5244,Cheese,119
2137,Retailer,Gulu,6860288,9,1445,Powder Milk,76
2138,Retailer,Mbarara,49164413,4,3017,Butter,157
2139,Retailer,Mbale,96475334,5,4011,Powder Milk,71
2140,Retailer,Mbarara,81623366,7,2664,Milk,65
2141,Retailer,Mbarara,96642768,7,6920,Yogurt,190
2142,Retailer,Mbarara,29088202,11,1594,Milk,65
2143,Retailer,Gulu,47937710,10,5275,Yogurt,87
2144,Wholesaler,Kampala,35780426,11,8036,Cheese,182
2145,Wholesaler,Jinja,46597480,18,4932,Butter,88
2146,Retailer,Mbarara,6710525,12,4483,Powder Milk,105
2147,Wholesaler,Mbarara,58263473,16,7084,Yogurt,155
2148,Wholesaler,Mbarara,19411443,4,9298,Butter,57
2149,Retailer,Kampala,87336449,17,9687,Cream,47
2150,Wholesaler,Mbale,70177795,17,1146,Powder Milk,31
2151,Wholesaler,Gulu,64514865,5,1254,Cream,82
2152,Wholesaler,Kampala,13911707,13,7997,Cream,138
2153,Wholesaler,Mbarara,16244866,3,7369,Yogurt,179
2154,Wholesaler,Kampala,20265703,17,3633,Milk,134
2155,Retailer,Kampala,85570116,11,7589,Yogurt,133
2156,Retailer,Kampala,8595775,1,7190,Yogurt,84
2157,Retailer,Mbale,58894100,18,2088,Flavored Milk,166
2158,Wholesaler,Jinja,23798229,17,8229,Powder Milk,143
2159,Retailer,Gulu,42304949,9,9974,Powder Milk,65
2160,Wholesaler,Mbale,23943140,7,5976,Cream,129
2161,Wholesaler,Mbale,13541962,5,8273,Cheese,21
2162,Wholesaler,Jinja,95914261,16,3024,Powder Milk,48
2163,Wholesaler,Mbale,6516008,7,3618,Milk,117
2164,Retailer,Kampala,93222796,13,8256,Milk,149
2165,Retailer,Kampala,22135989,13,8348,Butter,42
2166,Wholesaler,Mbarara,69311923,15,3843,Yogurt,129
2167,Retailer,Mbale,90305410,17,251,Yogurt,92
2168,Wholesaler,Mbarara,78258508,17,8006,Powder Milk,190
2169,Retailer,Gulu,64524853,19,7435,Yogurt,28
2170,Retailer,Kampala,65402442,10,6057,Milk,195
2171,Wholesaler,Gulu,67874250,2,1844,Flavored Milk,94
2172,Retailer,Jinja,17280148,14,1458,Butter,137
2173,Wholesaler,Kampala,63829702,3,966,Yogurt,52
2174,Retailer,Gulu,80003664,7,4481,Flavored Milk,82
2175,Wholesaler,Jinja,72168653,11,7828,Powder Milk,182
2176,Wholesaler,Gulu,87496190,17,9926,Cheese,95
2177,Retailer,Jinja,61304970,15,6396,Milk,28
2178,Retailer,Jinja,81371361,19,3216,Cheese,174
2179,Wholesaler,Kampala,50792904,11,7394,Milk,20
2180,Retailer,Mbarara,93969292,15,114,Butter,193
2181,Retailer,Jinja,91487935,15,4698,Powder Milk,137
2182,Wholesaler,Jinja,67705064,6,4369,Cheese,162
2183,Wholesaler,Kampala,62161132,15,3700,Butter,108
2184,Retailer,Mbarara,76136740,9,6448,Cream,54
2185,Wholesaler,Mbale,24086333,5,2065,Cream,71
2186,Wholesaler,Mbale,22939709,19,9563,Butter,104
2187,Wholesaler,Mbarara,20627823,5,4074,Butter,151
2188,Retailer,Gulu,17160254,13,6364,Cheese,43
2189,Retailer,Kampala,49589701,18,8854,Cheese,107
2190,Wholesaler,Mbarara,47468047,17,8893,Cheese,69
2191,Retailer,Mbale,30297965,15,1437,Cream,73
2192,Wholesaler,Jinja,24453370,14,5229,Cream,188
2193,Retailer,Mbale,22899077,16,6648,Yogurt,51
2194,Wholesaler,Jinja,80772551,4,6529,Butter,158
2195,Wholesaler,Kampala,16391554,17,4813,Powder Milk,113
2196,Retailer,Jinja,30554655,14,4159,Yogurt,142
2197,Wholesaler,Mbarara,11125568,18,5585,Milk,75
2198,Retailer,Jinja,51418028,6,3178,Cream,123
2199,Retailer,Gulu,35195262,8,4916,Cheese,198
2200,Wholesaler,Mbarara,69041419,9,5135,Powder Milk,145
2201,Wholesaler,Kampala,35091529,1,587,Flavored Milk,75
2202,Retailer,Mbarara,40370121,13,7979,Milk,96
2203,Wholesaler,Gulu,8616177,3,5081,Butter,71
2204,Wholesaler,Kampala,26925931,6,6048,Cream,157
2205,Wholesaler,Mbale,92348733,17,7729,Cream,141
2206,Wholesaler,Gulu,13919983,8,2087,Butter,152
2207,Wholesaler,Kampala,99327766,6,9204,Powder Milk,193
2208,Retailer,Jinja,18916421,16,1293,Yogurt,29
2209,Retailer,Mbarara,49466808,1,7167,Cream,33
2210,Wholesaler,Kampala,94786519,10,8774,Cheese,18
2211,Wholesaler,Mbarara,16712724,18,3180,Cream,125
2212,Wholesaler,Jinja,25950007,14,5529,Powder Milk,158
2213,Retailer,Kampala,42145438,5,1703,Cheese,50
2214,Wholesaler,Mbale,37970681,17,8354,Cream,22
2215,Retailer,Gulu,70159528,14,8024,Milk,142
2216,Retailer,Kampala,20149375,18,9541,Powder Milk,55
2217,Retailer,Jinja,63906845,4,2354,Milk,87
2218,Wholesaler,Kampala,22244369,2,6970,Milk,80
2219,Retailer,Mbarara,74938571,7,9943,Flavored Milk,68
2220,Wholesaler,Kampala,66355590,7,3864,Flavored Milk,60
2221,Retailer,Mbale,60996904,7,8462,Butter,25
2222,Wholesaler,Kampala,96541351,13,5088,Cream,60
2223,Retailer,Gulu,93633944,19,3831,Butter,137
2224,Wholesaler,Kampala,27598405,6,2008,Butter,179
2225,Retailer,Mbarara,55552768,17,1346,Powder Milk,20
2226,Wholesaler,Kampala,71958799,18,6391,Cheese,77
2227,Wholesaler,Mbale,21798395,1,5773,Butter,130
2228,Wholesaler,Jinja,42740143,13,9274,Yogurt,189
2229,Wholesaler,Kampala,9729283,19,5132,Milk,147
2230,Retailer,Kampala,55985372,16,4372,Powder Milk,81
2231,Retailer,Gulu,41960165,10,7351,Cheese,173
2232,Wholesaler,Mbale,83813310,13,3278,Cream,54
2233,Retailer,Jinja,77114567,10,6618,Flavored Milk,15
2234,Wholesaler,Mbarara,55884414,14,1525,Milk,15
2235,Wholesaler,Kampala,98772255,9,2457,Butter,100
2236,Retailer,Jinja,39542560,11,7593,Flavored Milk,82
2237,Wholesaler,Mbarara,72411340,3,985,Flavored Milk,73
2238,Wholesaler,Mbale,28993242,8,5465,Flavored Milk,47
2239,Retailer,Mbale,8971473,12,2295,Powder Milk,198
2240,Wholesaler,Jinja,61669004,3,5739,Milk,87
2241,Wholesaler,Mbarara,70232853,7,4387,Cheese,72
2242,Wholesaler,Mbale,53193469,14,6622,Milk,120
2243,Wholesaler,Jinja,82721485,7,4000,Yogurt,80
2244,Retailer,Mbale,70544294,7,2708,Butter,29
2245,Retailer,Mbale,59506737,14,6199,Powder Milk,86
2246,Retailer,Mbale,97992628,12,7535,Cheese,73
2247,Wholesaler,Gulu,22981923,1,3333,Powder Milk,46
2248,Wholesaler,Mbarara,53069136,5,1346,Cheese,117
2249,Retailer,Jinja,66644466,11,1697,Butter,173
2250,Wholesaler,Jinja,64265247,1,8601,Cream,19
2251,Wholesaler,Mbarara,77193293,13,3502,Yogurt,171
2252,Wholesaler,Mbarara,71832184,17,9406,Flavored Milk,54
2253,Wholesaler,Mbarara,46553029,3,8142,Butter,72
2254,Retailer,Mbarara,21729528,10,5679,Flavored Milk,22
2255,Retailer,Kampala,69914051,19,3294,Butter,34
2256,Retailer,Jinja,33512713,7,7237,Milk,136
2257,Wholesaler,Kampala,9462966,3,4075,Powder Milk,53
2258,Retailer,Mbale,94267978,12,8744,Yogurt,83
2259,Retailer,Mbale,73682338,10,6420,Powder Milk,125
2260,Wholesaler,Jinja,11754510,12,4254,Yogurt,161
2261,Wholesaler,Mbale,92860116,15,9585,Butter,78
2262,Retailer,Mbarara,44270720,6,3862,Yogurt,56
2263,Retailer,Kampala,97510300,19,9052,Flavored Milk,100
2264,Retailer,Mbarara,42223271,5,7304,Yogurt,59
2265,Retailer,Mbale,95523872,2,835,Yogurt,125
2266,Wholesaler,Kampala,20246163,19,277,Powder Milk,173
2267,Retailer,Mbarara,76897528,19,4997,Yogurt,42
2268,Retailer,Jinja,78650760,4,7527,Cream,101
2269,Wholesaler,Mbarara,98366238,5,877,Cheese,113
2270,Retailer,Mbale,53909712,7,428,Cream,140
2271,Wholesaler,Kampala,82041210,4,6306,Butter,168
2272,Wholesaler,Jinja,81459806,11,9370,Milk,69
2273,Wholesaler,Kampala,44403583,3,6132,Milk,38
2274,Retailer,Jinja,50396735,5,8532,Cheese,181
2275,Retailer,Kampala,31052293,15,3598,Powder Milk,182
2276,Wholesaler,Mbale,64985718,18,7738,Cheese,125
2277,Retailer,Jinja,75321670,16,109,Milk,51
2278,Retailer,Gulu,96071735,16,5481,Flavored Milk,158
2279,Wholesaler,Kampala,99964079,10,2720,Milk,41
2280,Wholesaler,Kampala,73004583,1,3389,Milk,165
2281,Retailer,Mbarara,42892713,11,2839,Cream,184
2282,Wholesaler,Jinja,77865738,17,3704,Butter,108
2283,Retailer,Gulu,94936993,15,5598,Milk,129
2284,Retailer,Mbale,49258363,7,5152,Milk,56
2285,Retailer,Mbarara,8842043,6,7568,Cream,26
2286,Retailer,Gulu,25126195,15,2712,Yogurt,38
2287,Wholesaler,Jinja,37030003,15,251,Cheese,57
2288,Wholesaler,Gulu,48933164,7,7137,Cream,139
2289,Wholesaler,Kampala,93353774,3,8712,Milk,42
2290,Wholesaler,Kampala,13653210,14,7993,Milk,137
2291,Retailer,Mbarara,40122169,9,3076,Flavored Milk,77
2292,Retailer,Jinja,31403979,3,3406,Cream,48
2293,Wholesaler,Jinja,22831820,6,4023,Milk,142
2294,Retailer,Gulu,7094716,9,4521,Butter,128
2295,Retailer,Mbarara,66048732,1,4287,Powder Milk,77
2296,Retailer,Jinja,16378747,9,3173,Flavored Milk,61
2297,Wholesaler,Kampala,72985740,12,2357,Milk,189
2298,Wholesaler,Gulu,63994763,4,6053,Powder Milk,166
2299,Wholesaler,Mbale,31883826,16,3840,Butter,174
2300,Retailer,Kampala,60688961,5,5985,Cheese,145
2301,Wholesaler,Mbarara,74254560,17,6571,Milk,157
2302,Wholesaler,Jinja,92031997,17,3160,Cheese,178
2303,Wholesaler,Kampala,93878568,6,8589,Milk,79
2304,Wholesaler,Mbale,64776314,15,1651,Flavored Milk,45
2305,Wholesaler,Mbale,11774760,1,3827,Flavored Milk,41
2306,Wholesaler,Mbarara,23350879,13,4973,Powder Milk,14
2307,Retailer,Kampala,24882789,16,5969,Butter,113
2308,Retailer,Gulu,51540494,2,3828,Yogurt,157
2309,Wholesaler,Kampala,18951190,19,8563,Cream,77
2310,Wholesaler,Mbale,56701591,2,5913,Powder Milk,159
2311,Retailer,Mbarara,33002956,12,229,Powder Milk,168
2312,Retailer,Mbarara,16838036,12,4015,Butter,178
2313,Wholesaler,Gulu,43151861,8,9954,Milk,14
2314,Wholesaler,Mbarara,60665995,12,8270,Cheese,19
2315,Wholesaler,Mbarara,90669398,11,8979,Cheese,123
2316,Wholesaler,Mbarara,16753201,2,3769,Milk,174
2317,Retailer,Mbarara,10664109,1,6380,Yogurt,65
2318,Wholesaler,Mbarara,55434666,4,104,Yogurt,95
2319,Wholesaler,Mbale,63941581,9,6707,Yogurt,161
2320,Wholesaler,Kampala,12875728,7,9675,Milk,109
2321,Wholesaler,Jinja,9229911,10,8048,Cream,153
2322,Retailer,Mbarara,80559156,14,2114,Flavored Milk,11
2323,Retailer,Jinja,84072697,1,4233,Powder Milk,152
2324,Retailer,Jinja,82359806,5,3344,Flavored Milk,178
2325,Wholesaler,Mbale,39092321,13,3905,Milk,72
2326,Wholesaler,Mbarara,6697458,6,2801,Flavored Milk,186
2327,Retailer,Jinja,36086805,17,774,Cream,163
